# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/DV3.gff" "-t" "CDS" "-g" "ID" "-o" "DV3/featureCount_DV3.txt" "DV3/DV3_rep1_rna_map.sorted.bam" "DV3/DV3_rep2_rna_map.sorted.bam" "DV3/DV3_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	DV3/DV3_rep1_rna_map.sorted.bam	DV3/DV3_rep2_rna_map.sorted.bam	DV3/DV3_rep3_rna_map.sorted.bam
LGFCPJMF_02584	contig_1_pilon	2963788	2964381	-	594	413	458	1165
LGFCPJMF_02585	contig_1_pilon	2964378	2964737	-	360	401	525	927
LGFCPJMF_02586	contig_1_pilon	2965156	2965644	-	489	76	66	26
LGFCPJMF_02587	contig_1_pilon	2965641	2966561	-	921	191	130	194
LGFCPJMF_02588	contig_1_pilon	2966631	2968475	-	1845	1005	1271	1234
LGFCPJMF_02589	contig_1_pilon	2968616	2969731	+	1116	528	767	557
LGFCPJMF_02590	contig_1_pilon	2969861	2970466	-	606	188	305	310
LGFCPJMF_02591	contig_1_pilon	2970697	2972712	-	2016	4925	5823	5636
LGFCPJMF_02592	contig_1_pilon	2972998	2973591	-	594	415	520	565
LGFCPJMF_02593	contig_1_pilon	2973615	2974697	-	1083	208	125	391
LGFCPJMF_02594	contig_1_pilon	2974903	2976057	-	1155	532	405	771
LGFCPJMF_02595	contig_1_pilon	2976316	2977944	-	1629	42	14	172
LGFCPJMF_02596	contig_1_pilon	2978031	2978528	+	498	828	1053	952
LGFCPJMF_02597	contig_1_pilon	2978794	2980593	-	1800	1985	1932	4006
LGFCPJMF_02598	contig_1_pilon	2980828	2981547	-	720	237	402	200
LGFCPJMF_02599	contig_1_pilon	2981838	2982209	+	372	28	52	40
LGFCPJMF_02600	contig_1_pilon	2982308	2983066	-	759	64	68	102
LGFCPJMF_02601	contig_1_pilon	2983184	2983858	+	675	50	34	110
LGFCPJMF_02602	contig_1_pilon	2983872	2984282	-	411	21	17	63
LGFCPJMF_02603	contig_1_pilon	2984550	2985398	+	849	96	90	36
LGFCPJMF_02604	contig_1_pilon	2986014	2986442	+	429	8	2	0
LGFCPJMF_02605	contig_1_pilon	2986436	2986909	+	474	2	2	0
LGFCPJMF_02606	contig_1_pilon	2986999	2988048	-	1050	140	106	197
LGFCPJMF_02607	contig_1_pilon	2988403	2989065	+	663	1079	1047	2339
LGFCPJMF_02608	contig_1_pilon	2989081	2990493	+	1413	930	763	1846
LGFCPJMF_02609	contig_1_pilon	2990645	2991307	-	663	27	41	12
LGFCPJMF_02610	contig_1_pilon	2991405	2992142	+	738	6	7	19
LGFCPJMF_02611	contig_1_pilon	2992383	2992751	+	369	8	2	5
LGFCPJMF_02612	contig_1_pilon	2992816	2993361	-	546	4	3	0
LGFCPJMF_02613	contig_1_pilon	2993587	2995047	-	1461	79	89	295
LGFCPJMF_02614	contig_1_pilon	2995137	2996000	-	864	34	16	66
LGFCPJMF_02615	contig_1_pilon	2996321	2996818	+	498	21	56	18
LGFCPJMF_02616	contig_1_pilon	2996929	2997168	-	240	24	16	41
LGFCPJMF_02617	contig_1_pilon	2997439	2997675	-	237	0	1	0
LGFCPJMF_02618	contig_1_pilon	2997851	2999086	-	1236	0	3	2
LGFCPJMF_02619	contig_1_pilon	2999086	2999340	-	255	4	8	0
LGFCPJMF_02620	contig_1_pilon	2999349	2999513	-	165	0	0	0
LGFCPJMF_02621	contig_1_pilon	2999564	2999800	+	237	0	2	50
LGFCPJMF_02622	contig_1_pilon	2999800	3000105	+	306	0	1	0
LGFCPJMF_02623	contig_1_pilon	3000152	3000748	-	597	85	98	190
LGFCPJMF_02624	contig_1_pilon	3000851	3001696	-	846	197	141	308
LGFCPJMF_02625	contig_1_pilon	3001867	3002634	-	768	2	13	5
LGFCPJMF_02626	contig_1_pilon	3002886	3004007	+	1122	36	14	0
LGFCPJMF_02627	contig_1_pilon	3004095	3004406	+	312	8	8	0
LGFCPJMF_02628	contig_1_pilon	3004411	3006078	+	1668	14	5	16
LGFCPJMF_02629	contig_1_pilon	3006239	3007297	+	1059	42	34	58
LGFCPJMF_02630	contig_1_pilon	3007263	3007862	-	600	6	9	2
LGFCPJMF_02631	contig_1_pilon	3007966	3008697	+	732	28	13	0
LGFCPJMF_02632	contig_1_pilon	3008807	3009694	+	888	142	139	225
LGFCPJMF_02633	contig_1_pilon	3009727	3010146	+	420	31	16	20
LGFCPJMF_02634	contig_1_pilon	3010210	3011076	-	867	70	69	84
LGFCPJMF_02635	contig_1_pilon	3011149	3012822	-	1674	22	25	12
LGFCPJMF_02636	contig_1_pilon	3012819	3013697	-	879	10	0	44
LGFCPJMF_02637	contig_1_pilon	3013694	3014143	-	450	11	14	14
LGFCPJMF_02638	contig_1_pilon	3014305	3015528	-	1224	0	0	2
LGFCPJMF_02639	contig_1_pilon	3015522	3016220	-	699	10	10	52
LGFCPJMF_02640	contig_1_pilon	3016314	3017207	-	894	50	73	48
LGFCPJMF_02641	contig_1_pilon	3017387	3018286	-	900	0	0	0
LGFCPJMF_02642	contig_1_pilon	3018699	3020126	+	1428	4	2	0
LGFCPJMF_02643	contig_1_pilon	3020130	3020756	-	627	13	22	4
LGFCPJMF_02644	contig_1_pilon	3020785	3021609	-	825	4	9	56
LGFCPJMF_02645	contig_1_pilon	3021971	3022993	-	1023	39	65	154
LGFCPJMF_02646	contig_1_pilon	3023071	3023838	-	768	4	18	24
LGFCPJMF_02647	contig_1_pilon	3023925	3024143	-	219	35	94	10
LGFCPJMF_02648	contig_1_pilon	3024202	3028053	-	3852	42	25	124
LGFCPJMF_02649	contig_1_pilon	3028102	3040524	-	12423	561	888	558
LGFCPJMF_02651	contig_1_pilon	3066158	3067888	+	1731	271	372	263
LGFCPJMF_02652	contig_1_pilon	3067863	3070394	+	2532	300	269	770
LGFCPJMF_02654	contig_1_pilon	3070599	3072200	-	1602	169	77	273
LGFCPJMF_02655	contig_1_pilon	3072545	3073774	-	1230	167	94	90
LGFCPJMF_02656	contig_1_pilon	3074050	3077277	-	3228	299	184	392
LGFCPJMF_02657	contig_1_pilon	3077399	3077623	-	225	58	70	63
LGFCPJMF_02658	contig_1_pilon	3077674	3080532	-	2859	1080	1100	1438
LGFCPJMF_02659	contig_1_pilon	3081062	3081496	+	435	3	9	14
LGFCPJMF_02660	contig_1_pilon	3081616	3082017	-	402	2738	2949	1955
LGFCPJMF_02661	contig_1_pilon	3082246	3082437	-	192	34	27	38
LGFCPJMF_02662	contig_1_pilon	3082560	3084104	-	1545	102	68	136
LGFCPJMF_02663	contig_1_pilon	3084657	3085256	-	600	10	26	0
LGFCPJMF_02664	contig_1_pilon	3085443	3087839	-	2397	68	67	71
LGFCPJMF_02665	contig_1_pilon	3088798	3089271	-	474	137	87	218
LGFCPJMF_02666	contig_1_pilon	3089380	3089721	-	342	531	899	734
LGFCPJMF_02667	contig_1_pilon	3089777	3092233	+	2457	94	48	90
LGFCPJMF_02668	contig_1_pilon	3092253	3092771	+	519	2	2	0
LGFCPJMF_02669	contig_1_pilon	3092764	3093063	-	300	0	2	0
LGFCPJMF_02670	contig_1_pilon	3093218	3093604	-	387	0	2	0
LGFCPJMF_02671	contig_1_pilon	3093579	3093968	-	390	0	0	0
LGFCPJMF_02672	contig_1_pilon	3093961	3094203	-	243	0	2	14
LGFCPJMF_02673	contig_1_pilon	3094278	3095126	-	849	8	2	0
LGFCPJMF_02674	contig_1_pilon	3095116	3096108	-	993	6	8	4
LGFCPJMF_02675	contig_1_pilon	3096105	3097310	-	1206	1	0	0
LGFCPJMF_02676	contig_1_pilon	3097307	3098497	-	1191	13	8	0
LGFCPJMF_02677	contig_1_pilon	3098892	3099830	+	939	260	329	469
LGFCPJMF_02678	contig_1_pilon	3100154	3100975	-	822	24	17	0
LGFCPJMF_02679	contig_1_pilon	3101086	3102081	+	996	3	1	9
LGFCPJMF_02680	contig_1_pilon	3102129	3103418	-	1290	331	376	749
LGFCPJMF_02681	contig_1_pilon	3103746	3106043	+	2298	44	49	78
LGFCPJMF_02682	contig_1_pilon	3106217	3108229	+	2013	332	353	685
LGFCPJMF_02683	contig_1_pilon	3108627	3110021	+	1395	1572	1179	2500
LGFCPJMF_02684	contig_1_pilon	3110066	3110524	+	459	526	437	488
LGFCPJMF_02685	contig_1_pilon	3110521	3111447	+	927	320	288	428
LGFCPJMF_02686	contig_1_pilon	3111891	3113090	-	1200	194	205	421
LGFCPJMF_02687	contig_1_pilon	3113104	3113808	-	705	136	87	115
LGFCPJMF_02688	contig_1_pilon	3113963	3115267	-	1305	948	863	2283
LGFCPJMF_02689	contig_1_pilon	3115495	3116169	+	675	409	405	1297
LGFCPJMF_02690	contig_1_pilon	3116377	3117546	-	1170	2	2	0
LGFCPJMF_02691	contig_1_pilon	3117701	3118300	+	600	18	14	10
LGFCPJMF_02692	contig_1_pilon	3118337	3119167	-	831	30	16	99
LGFCPJMF_02693	contig_1_pilon	3119164	3120150	-	987	40	3	61
LGFCPJMF_02694	contig_1_pilon	3120364	3120828	-	465	79	46	140
LGFCPJMF_02695	contig_1_pilon	3120825	3120986	-	162	164	95	63
LGFCPJMF_02696	contig_1_pilon	3121149	3122144	+	996	348	409	1041
LGFCPJMF_02697	contig_1_pilon	3122141	3123523	+	1383	378	314	403
LGFCPJMF_02698	contig_1_pilon	3124107	3124499	-	393	44	70	12
LGFCPJMF_02699	contig_1_pilon	3125032	3127263	+	2232	320	428	986
LGFCPJMF_02700	contig_1_pilon	3127498	3127962	-	465	289	151	83
LGFCPJMF_02701	contig_1_pilon	3128250	3129188	+	939	405	373	732
LGFCPJMF_02702	contig_1_pilon	3129610	3130425	+	816	82	68	329
LGFCPJMF_02704	contig_1_pilon	3130815	3131426	+	612	94	133	90
LGFCPJMF_02705	contig_1_pilon	3131569	3132564	+	996	81	125	65
LGFCPJMF_02706	contig_1_pilon	3133357	3133470	+	114	24	51	72
LGFCPJMF_02707	contig_1_pilon	3133898	3134866	-	969	57	28	139
LGFCPJMF_02708	contig_1_pilon	3135634	3136647	+	1014	1	4	22
LGFCPJMF_02709	contig_1_pilon	3136808	3137059	+	252	12	15	27
LGFCPJMF_02710	contig_1_pilon	3137074	3138243	+	1170	51	56	122
LGFCPJMF_02711	contig_1_pilon	3138332	3138982	-	651	4	12	0
LGFCPJMF_02712	contig_1_pilon	3138948	3139712	-	765	22	13	0
LGFCPJMF_02713	contig_1_pilon	3139748	3140455	-	708	12	40	52
LGFCPJMF_02714	contig_1_pilon	3140545	3141744	-	1200	14	25	2
LGFCPJMF_02715	contig_1_pilon	3141842	3142441	+	600	12	13	9
LGFCPJMF_02716	contig_1_pilon	3142432	3143592	+	1161	26	16	2
LGFCPJMF_02717	contig_1_pilon	3143663	3145099	-	1437	12	7	0
LGFCPJMF_02718	contig_1_pilon	3145127	3145588	-	462	0	8	0
LGFCPJMF_02719	contig_1_pilon	3145585	3146610	-	1026	14	17	0
LGFCPJMF_02720	contig_1_pilon	3146612	3147382	-	771	24	22	0
LGFCPJMF_02721	contig_1_pilon	3147622	3150252	-	2631	93	171	43
LGFCPJMF_02722	contig_1_pilon	3150249	3151592	-	1344	92	109	87
LGFCPJMF_02723	contig_1_pilon	3151881	3152870	+	990	50	151	72
LGFCPJMF_02724	contig_1_pilon	3152940	3153185	+	246	9	56	0
LGFCPJMF_02725	contig_1_pilon	3153269	3154498	+	1230	18	20	24
LGFCPJMF_02726	contig_1_pilon	3154586	3156181	-	1596	51	122	40
LGFCPJMF_02727	contig_1_pilon	3156178	3157080	-	903	49	111	10
LGFCPJMF_02728	contig_1_pilon	3157133	3158851	-	1719	40	52	50
LGFCPJMF_02729	contig_1_pilon	3158848	3160089	-	1242	58	70	64
LGFCPJMF_02730	contig_1_pilon	3160210	3161640	-	1431	36	34	30
LGFCPJMF_02731	contig_1_pilon	3161682	3162953	+	1272	101	141	206
LGFCPJMF_02732	contig_1_pilon	3163025	3163687	-	663	13	30	27
LGFCPJMF_02733	contig_1_pilon	3164454	3164915	+	462	3	2	5
LGFCPJMF_02734	contig_1_pilon	3164912	3165292	-	381	36	9	42
LGFCPJMF_02735	contig_1_pilon	3165345	3167135	-	1791	460	357	520
LGFCPJMF_02736	contig_1_pilon	3167428	3168168	-	741	88	81	141
LGFCPJMF_02737	contig_1_pilon	3168338	3168451	+	114	18	13	13
LGFCPJMF_02738	contig_1_pilon	3168448	3169893	+	1446	22	8	36
LGFCPJMF_02739	contig_1_pilon	3169890	3171440	+	1551	10	7	12
LGFCPJMF_02740	contig_1_pilon	3171459	3172199	+	741	6	3	0
LGFCPJMF_02741	contig_1_pilon	3172334	3172708	+	375	33	89	210
LGFCPJMF_02742	contig_1_pilon	3172842	3173231	+	390	49	14	62
LGFCPJMF_02743	contig_1_pilon	3173363	3174751	+	1389	124	99	154
LGFCPJMF_02744	contig_1_pilon	3174946	3175971	+	1026	104	119	170
LGFCPJMF_02745	contig_1_pilon	3176016	3176861	-	846	26	27	32
LGFCPJMF_02746	contig_1_pilon	3176931	3178802	+	1872	248	120	288
LGFCPJMF_02747	contig_1_pilon	3179093	3179929	+	837	46	50	140
LGFCPJMF_02748	contig_1_pilon	3179954	3180859	-	906	74	45	78
LGFCPJMF_02749	contig_1_pilon	3180945	3182183	-	1239	41	55	82
LGFCPJMF_02750	contig_1_pilon	3182180	3182851	-	672	92	119	80
LGFCPJMF_02751	contig_1_pilon	3183266	3184369	-	1104	151	162	222
LGFCPJMF_02752	contig_1_pilon	3184366	3185637	-	1272	873	1284	1451
LGFCPJMF_02753	contig_1_pilon	3185936	3186601	-	666	466	380	594
LGFCPJMF_02754	contig_1_pilon	3186594	3187193	-	600	352	593	483
LGFCPJMF_02755	contig_1_pilon	3187364	3187720	-	357	522	579	578
LGFCPJMF_02756	contig_1_pilon	3188089	3190806	-	2718	429	324	451
LGFCPJMF_02758	contig_1_pilon	3191338	3192039	+	702	24	35	49
LGFCPJMF_02759	contig_1_pilon	3192632	3193396	+	765	36	12	0
LGFCPJMF_02760	contig_1_pilon	3193866	3194426	+	561	43	42	68
LGFCPJMF_02761	contig_1_pilon	3194492	3195085	+	594	10	13	51
LGFCPJMF_02762	contig_1_pilon	3195182	3195820	+	639	2	0	14
LGFCPJMF_02763	contig_1_pilon	3195817	3196842	+	1026	0	0	0
LGFCPJMF_02764	contig_1_pilon	3196875	3197822	+	948	4	6	36
LGFCPJMF_02765	contig_1_pilon	3197819	3199156	+	1338	14	0	0
LGFCPJMF_02766	contig_1_pilon	3199250	3200623	-	1374	124	59	254
LGFCPJMF_02767	contig_1_pilon	3200942	3201664	+	723	12	2	0
LGFCPJMF_02768	contig_1_pilon	3201800	3202246	-	447	2	3	0
LGFCPJMF_02769	contig_1_pilon	3202395	3203162	-	768	0	2	10
LGFCPJMF_02770	contig_1_pilon	3203177	3203395	-	219	3	22	8
LGFCPJMF_02771	contig_1_pilon	3203694	3204428	+	735	9	8	0
LGFCPJMF_02772	contig_1_pilon	3204552	3205625	+	1074	155	91	217
LGFCPJMF_02773	contig_1_pilon	3205676	3208330	+	2655	153	161	146
LGFCPJMF_02774	contig_1_pilon	3208337	3209296	-	960	6	0	0
LGFCPJMF_02775	contig_1_pilon	3209472	3210527	+	1056	3	5	0
LGFCPJMF_02776	contig_1_pilon	3210550	3210717	-	168	2	1	0
LGFCPJMF_02777	contig_1_pilon	3210768	3211355	-	588	10	4	0
LGFCPJMF_02778	contig_1_pilon	3211546	3212199	+	654	5	6	0
LGFCPJMF_02779	contig_1_pilon	3212281	3213045	+	765	646	613	854
LGFCPJMF_02780	contig_1_pilon	3213086	3214687	-	1602	6	2	4
LGFCPJMF_02781	contig_1_pilon	3215052	3217142	+	2091	45	37	42
LGFCPJMF_02782	contig_1_pilon	3217273	3217584	-	312	38	58	33
LGFCPJMF_02783	contig_1_pilon	3218143	3219396	+	1254	3	12	0
LGFCPJMF_02784	contig_1_pilon	3219487	3220722	+	1236	0	0	0
LGFCPJMF_02785	contig_1_pilon	3220822	3221832	+	1011	0	0	0
LGFCPJMF_02786	contig_1_pilon	3221829	3223241	+	1413	0	0	0
LGFCPJMF_02787	contig_1_pilon	3223234	3224718	+	1485	6	2	2
LGFCPJMF_02788	contig_1_pilon	3224715	3225059	+	345	0	0	0
LGFCPJMF_02789	contig_1_pilon	3225056	3226576	+	1521	0	0	0
LGFCPJMF_02790	contig_1_pilon	3226554	3228281	+	1728	0	0	0
LGFCPJMF_02791	contig_1_pilon	3228278	3229288	+	1011	2	0	0
LGFCPJMF_02792	contig_1_pilon	3229289	3230434	+	1146	0	0	22
LGFCPJMF_02793	contig_1_pilon	3230458	3231480	+	1023	45	10	6
LGFCPJMF_02794	contig_1_pilon	3231745	3233226	+	1482	14	24	32
LGFCPJMF_02795	contig_1_pilon	3233228	3233770	+	543	28	14	10
LGFCPJMF_02796	contig_1_pilon	3233782	3234009	-	228	6	9	8
LGFCPJMF_02797	contig_1_pilon	3234020	3235486	-	1467	38	39	44
LGFCPJMF_02798	contig_1_pilon	3235483	3236376	-	894	11	18	41
LGFCPJMF_02799	contig_1_pilon	3236695	3237474	+	780	236	156	320
LGFCPJMF_02800	contig_1_pilon	3237608	3237778	+	171	19	15	32
LGFCPJMF_02801	contig_1_pilon	3237784	3238974	+	1191	144	104	204
LGFCPJMF_02802	contig_1_pilon	3238959	3239354	+	396	7	15	16
LGFCPJMF_02803	contig_1_pilon	3239485	3239976	+	492	2	0	10
LGFCPJMF_02804	contig_1_pilon	3240008	3240658	+	651	0	0	0
LGFCPJMF_02805	contig_1_pilon	3240535	3240936	-	402	0	0	0
LGFCPJMF_02806	contig_1_pilon	3241833	3242129	+	297	78	85	80
LGFCPJMF_02807	contig_1_pilon	3242269	3242916	+	648	28	56	89
LGFCPJMF_02808	contig_1_pilon	3243094	3243879	-	786	365	392	288
LGFCPJMF_02809	contig_1_pilon	3244174	3244431	+	258	40	27	108
LGFCPJMF_02810	contig_1_pilon	3244631	3245170	+	540	440	531	969
LGFCPJMF_02811	contig_1_pilon	3245194	3245709	+	516	163	161	818
LGFCPJMF_02813	contig_1_pilon	3245981	3246928	-	948	8	16	0
LGFCPJMF_02814	contig_1_pilon	3247019	3248050	+	1032	22	19	117
LGFCPJMF_02815	contig_1_pilon	3248131	3249093	+	963	30	30	2
LGFCPJMF_02816	contig_1_pilon	3249230	3249658	-	429	324	440	270
LGFCPJMF_02817	contig_1_pilon	3249716	3250492	-	777	326	396	613
LGFCPJMF_02818	contig_1_pilon	3250694	3250969	-	276	526	416	603
LGFCPJMF_02819	contig_1_pilon	3251125	3252648	+	1524	226	198	244
LGFCPJMF_02820	contig_1_pilon	3252738	3255647	-	2910	107	55	182
LGFCPJMF_02821	contig_1_pilon	3255631	3255999	-	369	60	30	34
LGFCPJMF_02822	contig_1_pilon	3256622	3256786	+	165	11	18	8
LGFCPJMF_02823	contig_1_pilon	3256888	3257181	+	294	154	217	242
LGFCPJMF_02824	contig_1_pilon	3257368	3258177	+	810	1456	1602	3134
LGFCPJMF_02825	contig_1_pilon	3258369	3259205	+	837	1862	2914	5301
LGFCPJMF_02826	contig_1_pilon	3259343	3260092	+	750	248	144	655
LGFCPJMF_02827	contig_1_pilon	3260527	3261666	+	1140	232	259	506
LGFCPJMF_02828	contig_1_pilon	3261677	3262561	-	885	2	6	0
LGFCPJMF_02829	contig_1_pilon	3262684	3263739	-	1056	8	11	34
LGFCPJMF_02830	contig_1_pilon	3263883	3264776	+	894	14	11	2
LGFCPJMF_02831	contig_1_pilon	3264773	3265744	-	972	2	5	0
LGFCPJMF_02832	contig_1_pilon	3265829	3266197	+	369	0	7	0
LGFCPJMF_02833	contig_1_pilon	3266199	3266507	-	309	18	9	48
LGFCPJMF_02834	contig_1_pilon	3266588	3267010	+	423	5	2	0
LGFCPJMF_02835	contig_1_pilon	3267059	3267472	+	414	3	4	0
LGFCPJMF_02836	contig_1_pilon	3267663	3268592	+	930	2	2	0
LGFCPJMF_02837	contig_1_pilon	3268589	3269020	+	432	0	0	0
LGFCPJMF_02838	contig_1_pilon	3269037	3269681	-	645	8	18	2
LGFCPJMF_02839	contig_1_pilon	3269920	3270360	+	441	1	7	0
LGFCPJMF_02840	contig_1_pilon	3270476	3271699	+	1224	4	13	12
LGFCPJMF_02841	contig_1_pilon	3271817	3272485	-	669	0	4	0
LGFCPJMF_02842	contig_1_pilon	3272673	3273467	+	795	10	17	12
LGFCPJMF_02843	contig_1_pilon	3273549	3274088	+	540	4	2	0
LGFCPJMF_02844	contig_1_pilon	3274135	3274419	-	285	20	33	22
LGFCPJMF_02845	contig_1_pilon	3274565	3274843	+	279	1	2	0
LGFCPJMF_02846	contig_1_pilon	3274840	3275190	+	351	12	4	23
LGFCPJMF_02847	contig_1_pilon	3275248	3275463	-	216	10	9	6
LGFCPJMF_02848	contig_1_pilon	3275571	3277100	-	1530	0	0	0
LGFCPJMF_02849	contig_1_pilon	3277194	3277874	+	681	19	4	6
LGFCPJMF_02850	contig_1_pilon	3277828	3278982	-	1155	10	18	38
LGFCPJMF_02851	contig_1_pilon	3278979	3279932	-	954	10	1	0
LGFCPJMF_02852	contig_1_pilon	3279929	3280240	-	312	2	2	0
LGFCPJMF_02853	contig_1_pilon	3280598	3281068	+	471	4	0	0
LGFCPJMF_02854	contig_1_pilon	3281080	3283653	+	2574	24	12	0
LGFCPJMF_02855	contig_1_pilon	3283865	3284725	+	861	6	4	0
LGFCPJMF_02856	contig_1_pilon	3284821	3285057	-	237	589	470	644
LGFCPJMF_02857	contig_1_pilon	3285231	3286076	-	846	48	70	120
LGFCPJMF_02858	contig_1_pilon	3286119	3287696	-	1578	0	4	0
LGFCPJMF_02859	contig_1_pilon	3287812	3289890	-	2079	20	2	0
LGFCPJMF_02860	contig_1_pilon	3289890	3291296	-	1407	0	0	0
LGFCPJMF_02861	contig_1_pilon	3291323	3293320	-	1998	12	0	0
LGFCPJMF_02862	contig_1_pilon	3293450	3294199	-	750	64	39	28
LGFCPJMF_02863	contig_1_pilon	3294457	3294990	+	534	0	2	10
LGFCPJMF_02864	contig_1_pilon	3295513	3297231	+	1719	20	25	67
LGFCPJMF_02865	contig_1_pilon	3297463	3298323	-	861	8	4	2
LGFCPJMF_02866	contig_1_pilon	3298320	3299357	-	1038	45	16	9
LGFCPJMF_02867	contig_1_pilon	3299478	3300260	+	783	32	16	52
LGFCPJMF_02869	contig_1_pilon	3302151	3302540	-	390	0	2	0
LGFCPJMF_02870	contig_1_pilon	3302534	3302962	-	429	0	0	0
LGFCPJMF_02871	contig_1_pilon	3303009	3303440	-	432	84	89	96
LGFCPJMF_02872	contig_1_pilon	3303527	3304312	+	786	28	21	108
LGFCPJMF_02873	contig_1_pilon	3304469	3304825	+	357	0	0	0
LGFCPJMF_02874	contig_1_pilon	3304825	3306201	+	1377	0	6	0
LGFCPJMF_02875	contig_1_pilon	3306287	3306934	+	648	0	0	0
LGFCPJMF_02876	contig_1_pilon	3306947	3307138	+	192	0	0	0
LGFCPJMF_02877	contig_1_pilon	3307165	3307359	+	195	0	2	0
LGFCPJMF_02878	contig_1_pilon	3307385	3307630	+	246	0	0	0
LGFCPJMF_02879	contig_1_pilon	3307533	3308423	-	891	2	4	2
LGFCPJMF_02880	contig_1_pilon	3308474	3309055	+	582	0	0	0
LGFCPJMF_02881	contig_1_pilon	3309052	3309258	+	207	0	0	0
LGFCPJMF_02882	contig_1_pilon	3309255	3310493	+	1239	2	12	0
LGFCPJMF_02884	contig_1_pilon	3310777	3311694	-	918	54	43	179
LGFCPJMF_02886	contig_1_pilon	3312362	3312883	+	522	10	2	0
LGFCPJMF_02887	contig_1_pilon	3313077	3317369	+	4293	544	403	1009
LGFCPJMF_02888	contig_1_pilon	3317627	3318280	+	654	6	5	8
LGFCPJMF_02889	contig_1_pilon	3318264	3319916	-	1653	185	192	232
LGFCPJMF_02890	contig_1_pilon	3319997	3320398	-	402	113	135	198
LGFCPJMF_02891	contig_1_pilon	3320415	3320870	-	456	174	181	143
LGFCPJMF_02892	contig_1_pilon	3320919	3321791	+	873	4	13	2
LGFCPJMF_02893	contig_1_pilon	3321819	3322004	-	186	73	68	67
LGFCPJMF_02894	contig_1_pilon	3322429	3323454	+	1026	2	2	13
LGFCPJMF_02895	contig_1_pilon	3323802	3323933	+	132	7	5	0
LGFCPJMF_02896	contig_1_pilon	3323996	3324475	+	480	1	6	2
LGFCPJMF_02897	contig_1_pilon	3324526	3324978	-	453	0	0	0
LGFCPJMF_02898	contig_1_pilon	3325226	3326080	+	855	114	193	62
LGFCPJMF_02899	contig_1_pilon	3326090	3326296	+	207	97	96	12
LGFCPJMF_02900	contig_1_pilon	3326916	3327938	+	1023	8	10	26
LGFCPJMF_02901	contig_1_pilon	3328095	3328925	+	831	32	51	22
LGFCPJMF_02902	contig_1_pilon	3328950	3329483	-	534	10	24	32
LGFCPJMF_02903	contig_1_pilon	3329791	3330642	-	852	16	32	20
LGFCPJMF_02904	contig_1_pilon	3330799	3331965	-	1167	0	0	0
LGFCPJMF_02905	contig_1_pilon	3331962	3332375	-	414	4	2	0
LGFCPJMF_02906	contig_1_pilon	3332372	3333565	-	1194	13	2	50
LGFCPJMF_02907	contig_1_pilon	3333706	3334020	-	315	1	3	0
LGFCPJMF_02908	contig_1_pilon	3334507	3335217	+	711	32	12	90
LGFCPJMF_02909	contig_1_pilon	3335971	3338526	+	2556	1092	1188	2254
LGFCPJMF_02911	contig_1_pilon	3339198	3341033	-	1836	725	433	1227
LGFCPJMF_02912	contig_1_pilon	3341340	3342182	+	843	77	77	142
LGFCPJMF_02913	contig_1_pilon	3342323	3343063	+	741	1394	1073	1250
LGFCPJMF_02914	contig_1_pilon	3343464	3344432	+	969	23	18	15
LGFCPJMF_02915	contig_1_pilon	3344813	3345409	-	597	55	53	75
LGFCPJMF_02916	contig_1_pilon	3345763	3346485	-	723	151	132	230
LGFCPJMF_02917	contig_1_pilon	3347132	3348739	+	1608	3296	2494	9864
LGFCPJMF_02918	contig_1_pilon	3348932	3350404	+	1473	1658	1838	2818
LGFCPJMF_02919	contig_1_pilon	3350500	3351171	-	672	31	26	37
LGFCPJMF_02920	contig_1_pilon	3351512	3352006	-	495	370	501	772
LGFCPJMF_02921	contig_1_pilon	3352306	3353136	+	831	12	9	19
LGFCPJMF_02922	contig_1_pilon	3353273	3354073	+	801	5	14	33
LGFCPJMF_02923	contig_1_pilon	3354150	3354800	+	651	28	13	45
LGFCPJMF_02924	contig_1_pilon	3354797	3355375	+	579	21	22	2
LGFCPJMF_02925	contig_1_pilon	3355388	3357550	+	2163	14	7	14
LGFCPJMF_02926	contig_1_pilon	3357550	3358857	+	1308	6	2	6
LGFCPJMF_02927	contig_1_pilon	3359016	3359942	+	927	127	105	104
LGFCPJMF_02928	contig_1_pilon	3360870	3362120	+	1251	675	699	1569
LGFCPJMF_02929	contig_1_pilon	3362117	3362962	+	846	76	63	136
LGFCPJMF_02930	contig_1_pilon	3363279	3364001	+	723	59	52	67
LGFCPJMF_02931	contig_1_pilon	3363895	3364578	-	684	65	39	45
LGFCPJMF_02932	contig_1_pilon	3364575	3365627	-	1053	35	20	41
LGFCPJMF_02933	contig_1_pilon	3365756	3367279	+	1524	14	9	10
LGFCPJMF_02934	contig_1_pilon	3367522	3368544	+	1023	48	14	16
LGFCPJMF_02935	contig_1_pilon	3368634	3369458	-	825	15	13	0
LGFCPJMF_02936	contig_1_pilon	3369808	3370125	+	318	2279	1892	2211
LGFCPJMF_02937	contig_1_pilon	3370143	3371534	+	1392	5601	5662	12505
LGFCPJMF_02938	contig_1_pilon	3371669	3372379	+	711	73	53	86
LGFCPJMF_02939	contig_1_pilon	3372598	3373872	+	1275	22	18	34
