# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "R7/featureCount_R7.txt" "R7/R7_rep1_rna_map.sorted.bam" "R7/R7_rep2_rna_map.sorted.bam" "R7/R7_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	R7/R7_rep1_rna_map.sorted.bam	R7/R7_rep2_rna_map.sorted.bam	R7/R7_rep3_rna_map.sorted.bam
PAOEAKHP_02403	contig_2_pilon	2692551	2692673	+	123	0	0	8
PAOEAKHP_02404	contig_2_pilon	2692859	2693068	+	210	12	0	4
PAOEAKHP_02405	contig_2_pilon	2693217	2693585	+	369	19	1	11
PAOEAKHP_02406	contig_2_pilon	2693737	2694120	+	384	8	6	7
PAOEAKHP_02407	contig_2_pilon	2694268	2694639	+	372	299	261	288
PAOEAKHP_02408	contig_2_pilon	2694786	2695187	+	402	226	236	244
PAOEAKHP_02409	contig_2_pilon	2695321	2695518	+	198	103	131	159
PAOEAKHP_02410	contig_2_pilon	2695623	2695865	-	243	5	1	7
PAOEAKHP_02411	contig_2_pilon	2695917	2696276	+	360	66	86	67
PAOEAKHP_02412	contig_2_pilon	2696273	2696461	+	189	26	49	35
PAOEAKHP_02413	contig_2_pilon	2696464	2696739	+	276	74	65	72
PAOEAKHP_02414	contig_2_pilon	2696897	2697367	+	471	18	54	29
PAOEAKHP_02415	contig_2_pilon	2697354	2698982	+	1629	95	101	99
PAOEAKHP_02416	contig_2_pilon	2698999	2700372	+	1374	67	95	103
PAOEAKHP_02417	contig_2_pilon	2700376	2701377	+	1002	11	11	15
PAOEAKHP_02418	contig_2_pilon	2701428	2702003	+	576	0	2	0
PAOEAKHP_02419	contig_2_pilon	2702055	2703017	+	963	10	10	8
PAOEAKHP_02420	contig_2_pilon	2703037	2703444	+	408	2	5	12
PAOEAKHP_02421	contig_2_pilon	2703457	2703705	+	249	5	5	5
PAOEAKHP_02422	contig_2_pilon	2703721	2704302	+	582	11	5	23
PAOEAKHP_02423	contig_2_pilon	2704299	2704706	+	408	4	0	7
PAOEAKHP_02424	contig_2_pilon	2704703	2705089	+	387	2	2	9
PAOEAKHP_02425	contig_2_pilon	2705086	2705490	+	405	0	6	18
PAOEAKHP_02426	contig_2_pilon	2705503	2705832	+	330	4	11	5
PAOEAKHP_02427	contig_2_pilon	2705894	2706373	+	480	30	9	16
PAOEAKHP_02428	contig_2_pilon	2706373	2706891	+	519	0	9	23
PAOEAKHP_02429	contig_2_pilon	2706930	2707196	+	267	29	10	42
PAOEAKHP_02430	contig_2_pilon	2707202	2712016	+	4815	419	242	651
PAOEAKHP_02431	contig_2_pilon	2712027	2712896	+	870	73	77	87
PAOEAKHP_02432	contig_2_pilon	2712908	2713915	+	1008	10	19	25
PAOEAKHP_02433	contig_2_pilon	2713912	2715039	+	1128	5	9	2
PAOEAKHP_02434	contig_2_pilon	2715039	2715803	+	765	12	10	4
PAOEAKHP_02435	contig_2_pilon	2715814	2715957	+	144	0	0	0
PAOEAKHP_02436	contig_2_pilon	2716013	2716252	+	240	0	0	0
PAOEAKHP_02437	contig_2_pilon	2716255	2717187	+	933	2	0	7
PAOEAKHP_02438	contig_2_pilon	2717233	2717493	+	261	0	0	5
PAOEAKHP_02439	contig_2_pilon	2717506	2717856	+	351	0	0	0
PAOEAKHP_02440	contig_2_pilon	2717853	2718479	+	627	0	0	0
PAOEAKHP_02441	contig_2_pilon	2718810	2719031	-	222	47	55	84
PAOEAKHP_02442	contig_2_pilon	2719136	2719423	-	288	844	668	735
PAOEAKHP_02443	contig_2_pilon	2719683	2720345	+	663	123	89	114
PAOEAKHP_02444	contig_2_pilon	2720326	2721702	-	1377	317	302	416
PAOEAKHP_02445	contig_2_pilon	2721748	2722128	+	381	12	6	39
PAOEAKHP_02446	contig_2_pilon	2722125	2722499	+	375	28	21	44
PAOEAKHP_02447	contig_2_pilon	2722559	2722759	+	201	0	0	3
PAOEAKHP_02448	contig_2_pilon	2722765	2723208	+	444	18	25	30
PAOEAKHP_02449	contig_2_pilon	2723491	2725743	+	2253	65	14	137
PAOEAKHP_02450	contig_2_pilon	2725721	2726704	-	984	1637	1768	1783
PAOEAKHP_02451	contig_2_pilon	2727610	2728410	+	801	31	11	55
PAOEAKHP_02452	contig_2_pilon	2728424	2729113	+	690	72	28	66
PAOEAKHP_02453	contig_2_pilon	2729223	2730686	-	1464	20	12	12
PAOEAKHP_02454	contig_2_pilon	2730800	2731597	+	798	96	63	61
PAOEAKHP_02455	contig_2_pilon	2731644	2732321	+	678	30	14	26
PAOEAKHP_02456	contig_2_pilon	2732361	2734412	-	2052	8	2	2
PAOEAKHP_02457	contig_2_pilon	2734736	2735920	-	1185	2	0	2
PAOEAKHP_02458	contig_2_pilon	2735924	2736613	-	690	2	0	0
PAOEAKHP_02459	contig_2_pilon	2736664	2737530	-	867	0	0	0
PAOEAKHP_02460	contig_2_pilon	2737798	2739168	+	1371	84	54	107
PAOEAKHP_02461	contig_2_pilon	2739300	2739464	+	165	6	2	14
PAOEAKHP_02462	contig_2_pilon	2739592	2740461	+	870	17	7	32
PAOEAKHP_02463	contig_2_pilon	2740492	2741445	-	954	3	6	6
PAOEAKHP_02464	contig_2_pilon	2741510	2742595	-	1086	15	35	26
PAOEAKHP_02465	contig_2_pilon	2742666	2743532	-	867	39	40	21
PAOEAKHP_02466	contig_2_pilon	2743915	2745288	+	1374	0	4	2
PAOEAKHP_02467	contig_2_pilon	2745332	2745997	+	666	12	7	6
PAOEAKHP_02468	contig_2_pilon	2746098	2746754	+	657	2	6	17
PAOEAKHP_02469	contig_2_pilon	2746758	2748086	-	1329	1232	1307	1401
PAOEAKHP_02470	contig_2_pilon	2748201	2748407	+	207	6	11	13
PAOEAKHP_02471	contig_2_pilon	2748426	2749268	+	843	29	28	79
PAOEAKHP_02472	contig_2_pilon	2749259	2750260	-	1002	24	57	54
PAOEAKHP_02473	contig_2_pilon	2750295	2750855	+	561	41	34	67
PAOEAKHP_02474	contig_2_pilon	2750948	2751604	+	657	52	20	82
PAOEAKHP_02475	contig_2_pilon	2751627	2752109	-	483	0	0	1
PAOEAKHP_02476	contig_2_pilon	2752123	2752914	-	792	4	10	10
PAOEAKHP_02477	contig_2_pilon	2752907	2754355	-	1449	27	71	28
PAOEAKHP_02478	contig_2_pilon	2754485	2755681	-	1197	4	8	20
PAOEAKHP_02479	contig_2_pilon	2755711	2757933	-	2223	3091	2957	3449
PAOEAKHP_02480	contig_2_pilon	2758280	2758930	+	651	0	0	0
PAOEAKHP_02481	contig_2_pilon	2758952	2759929	+	978	0	1	2
PAOEAKHP_02482	contig_2_pilon	2760109	2760963	+	855	0	2	2
PAOEAKHP_02483	contig_2_pilon	2761147	2762157	+	1011	872	727	755
PAOEAKHP_02484	contig_2_pilon	2762418	2762729	+	312	12	10	5
PAOEAKHP_02485	contig_2_pilon	2762761	2763564	-	804	251	258	282
PAOEAKHP_02486	contig_2_pilon	2763646	2763975	+	330	0	0	6
PAOEAKHP_02487	contig_2_pilon	2764003	2765073	-	1071	15	36	7
PAOEAKHP_02488	contig_2_pilon	2765070	2765882	-	813	30	36	33
PAOEAKHP_02489	contig_2_pilon	2765977	2767389	-	1413	5937	6040	4641
PAOEAKHP_02490	contig_2_pilon	2767684	2768316	+	633	23	50	54
PAOEAKHP_02491	contig_2_pilon	2768495	2769112	+	618	4	4	24
PAOEAKHP_02492	contig_2_pilon	2768954	2770840	-	1887	1055	1027	1185
PAOEAKHP_02493	contig_2_pilon	2770833	2772539	-	1707	531	612	675
PAOEAKHP_02494	contig_2_pilon	2772655	2772768	-	114	170	133	148
PAOEAKHP_02495	contig_2_pilon	2772894	2775530	-	2637	225	216	286
PAOEAKHP_02496	contig_2_pilon	2775692	2775976	-	285	45	50	44
PAOEAKHP_02497	contig_2_pilon	2775984	2777438	-	1455	246	333	373
PAOEAKHP_02498	contig_2_pilon	2777632	2778705	+	1074	142	159	191
PAOEAKHP_02499	contig_2_pilon	2779169	2780488	+	1320	12	0	7
PAOEAKHP_02500	contig_2_pilon	2780488	2781231	+	744	13	23	29
PAOEAKHP_02501	contig_2_pilon	2781228	2782427	+	1200	90	73	123
PAOEAKHP_02502	contig_2_pilon	2782424	2784307	+	1884	2348	2175	1458
PAOEAKHP_02503	contig_2_pilon	2784304	2785266	+	963	8	4	25
PAOEAKHP_02504	contig_2_pilon	2785196	2785699	-	504	453	598	520
PAOEAKHP_02505	contig_2_pilon	2786038	2786484	+	447	46	72	29
PAOEAKHP_02506	contig_2_pilon	2786581	2786781	-	201	0	2	0
PAOEAKHP_02507	contig_2_pilon	2786888	2787421	-	534	0	6	0
PAOEAKHP_02508	contig_2_pilon	2787606	2788163	+	558	16	7	9
PAOEAKHP_02509	contig_2_pilon	2788175	2789344	-	1170	2187	1548	2629
PAOEAKHP_02510	contig_2_pilon	2789655	2790887	+	1233	44	43	97
PAOEAKHP_02511	contig_2_pilon	2791124	2791744	+	621	20	20	47
PAOEAKHP_02512	contig_2_pilon	2791735	2792196	+	462	171	198	229
PAOEAKHP_02513	contig_2_pilon	2792513	2793223	+	711	63	63	91
PAOEAKHP_02514	contig_2_pilon	2793280	2793633	-	354	208	244	229
PAOEAKHP_02515	contig_2_pilon	2793630	2795276	-	1647	1855	1787	1733
PAOEAKHP_02516	contig_2_pilon	2795358	2796041	+	684	715	671	686
PAOEAKHP_02517	contig_2_pilon	2796034	2797128	+	1095	873	688	817
PAOEAKHP_02518	contig_2_pilon	2797163	2798164	-	1002	8	23	17
PAOEAKHP_02519	contig_2_pilon	2798370	2798936	-	567	0	6	4
PAOEAKHP_02520	contig_2_pilon	2799362	2800972	+	1611	1464	1487	1341
PAOEAKHP_02521	contig_2_pilon	2801071	2801385	-	315	2	0	2
PAOEAKHP_02522	contig_2_pilon	2801576	2802046	-	471	0	11	22
PAOEAKHP_02523	contig_2_pilon	2802246	2802710	+	465	5	13	6
PAOEAKHP_02524	contig_2_pilon	2802729	2803112	+	384	1	16	19
PAOEAKHP_02525	contig_2_pilon	2803139	2803666	-	528	14	22	9
PAOEAKHP_02526	contig_2_pilon	2803663	2804436	-	774	30	36	27
PAOEAKHP_02527	contig_2_pilon	2804504	2805103	+	600	765	749	724
PAOEAKHP_02528	contig_2_pilon	2805147	2807198	-	2052	65	42	68
PAOEAKHP_02529	contig_2_pilon	2807472	2808527	+	1056	25	21	12
PAOEAKHP_02530	contig_2_pilon	2808684	2809346	+	663	19	48	24
PAOEAKHP_02531	contig_2_pilon	2809394	2809975	-	582	16	19	29
PAOEAKHP_02532	contig_2_pilon	2810216	2810974	-	759	99	182	183
PAOEAKHP_02533	contig_2_pilon	2811206	2811850	+	645	19	10	26
PAOEAKHP_02534	contig_2_pilon	2812080	2813750	+	1671	23	15	46
PAOEAKHP_02535	contig_2_pilon	2813929	2814402	+	474	0	0	6
PAOEAKHP_02536	contig_2_pilon	2814494	2815264	-	771	8	12	25
PAOEAKHP_02537	contig_2_pilon	2815563	2816219	+	657	0	2	2
PAOEAKHP_02538	contig_2_pilon	2816422	2816958	+	537	8	4	4
PAOEAKHP_02539	contig_2_pilon	2817021	2818007	-	987	295	227	189
PAOEAKHP_02540	contig_2_pilon	2818155	2819375	+	1221	16	28	46
PAOEAKHP_02541	contig_2_pilon	2819439	2820098	+	660	8	2	10
PAOEAKHP_02543	contig_2_pilon	2821804	2823099	+	1296	12	4	9
PAOEAKHP_02544	contig_2_pilon	2823272	2823829	+	558	13	13	17
PAOEAKHP_02545	contig_2_pilon	2823826	2824716	+	891	47	25	66
PAOEAKHP_02546	contig_2_pilon	2824778	2825545	+	768	99	165	167
PAOEAKHP_02547	contig_2_pilon	2825751	2825948	-	198	304	300	355
PAOEAKHP_02548	contig_2_pilon	2826010	2826618	+	609	816	770	1073
PAOEAKHP_02549	contig_2_pilon	2826688	2827179	-	492	8527	8250	7436
PAOEAKHP_02550	contig_2_pilon	2827211	2829697	-	2487	10566	10169	11103
PAOEAKHP_02551	contig_2_pilon	2829694	2829915	-	222	32	37	32
PAOEAKHP_02552	contig_2_pilon	2830306	2831739	+	1434	48	39	64
PAOEAKHP_02553	contig_2_pilon	2831736	2832746	+	1011	24	19	32
PAOEAKHP_02554	contig_2_pilon	2832716	2833588	-	873	1542	1437	1378
PAOEAKHP_02555	contig_2_pilon	2833585	2834814	-	1230	13530	13930	14328
PAOEAKHP_02556	contig_2_pilon	2834814	2835977	-	1164	17999	13452	15396
PAOEAKHP_02557	contig_2_pilon	2836131	2837543	+	1413	136	38	294
PAOEAKHP_02558	contig_2_pilon	2837659	2838159	-	501	2189	2278	2549
PAOEAKHP_02559	contig_2_pilon	2838226	2838777	-	552	849	642	654
PAOEAKHP_02561	contig_2_pilon	2839704	2841011	+	1308	72	42	52
PAOEAKHP_02562	contig_2_pilon	2841507	2842166	+	660	10	1	10
PAOEAKHP_02563	contig_2_pilon	2842280	2843425	+	1146	21	15	80
PAOEAKHP_02564	contig_2_pilon	2843689	2843853	+	165	2	0	10
PAOEAKHP_02565	contig_2_pilon	2843866	2844789	+	924	91	49	143
PAOEAKHP_02566	contig_2_pilon	2844738	2844950	+	213	3	0	6
PAOEAKHP_02567	contig_2_pilon	2845110	2845769	-	660	41	45	72
PAOEAKHP_02568	contig_2_pilon	2845779	2846435	-	657	0	0	0
PAOEAKHP_02569	contig_2_pilon	2846426	2847562	-	1137	9	13	2
PAOEAKHP_02570	contig_2_pilon	2847671	2848300	+	630	158	276	243
PAOEAKHP_02571	contig_2_pilon	2848263	2849084	-	822	35	52	38
PAOEAKHP_02572	contig_2_pilon	2849081	2850226	-	1146	100	64	105
PAOEAKHP_02573	contig_2_pilon	2850230	2851720	-	1491	105	142	225
PAOEAKHP_02574	contig_2_pilon	2851793	2852965	-	1173	42	39	51
PAOEAKHP_02575	contig_2_pilon	2853185	2854489	+	1305	0	2	10
PAOEAKHP_02576	contig_2_pilon	2854706	2855458	-	753	591	628	663
PAOEAKHP_02577	contig_2_pilon	2855620	2856777	-	1158	942	889	1011
PAOEAKHP_02578	contig_2_pilon	2856833	2857408	-	576	698	725	714
PAOEAKHP_02579	contig_2_pilon	2857663	2858238	-	576	36	38	53
PAOEAKHP_02580	contig_2_pilon	2858418	2858876	-	459	37	27	34
PAOEAKHP_02581	contig_2_pilon	2859082	2859522	-	441	3	8	0
PAOEAKHP_02582	contig_2_pilon	2859992	2862724	+	2733	61	33	51
PAOEAKHP_02583	contig_2_pilon	2862885	2863211	-	327	12	5	0
PAOEAKHP_02584	contig_2_pilon	2863284	2863688	-	405	10	9	8
PAOEAKHP_02585	contig_2_pilon	2864036	2865640	-	1605	1252	1418	1222
PAOEAKHP_02586	contig_2_pilon	2865755	2866513	+	759	17	6	27
PAOEAKHP_02587	contig_2_pilon	2866700	2867977	+	1278	10	8	30
PAOEAKHP_02588	contig_2_pilon	2868234	2869139	+	906	30	6	34
PAOEAKHP_02589	contig_2_pilon	2869278	2870663	+	1386	84	29	155
PAOEAKHP_02590	contig_2_pilon	2870660	2871340	+	681	6	4	26
PAOEAKHP_02591	contig_2_pilon	2871556	2872722	+	1167	12	18	38
PAOEAKHP_02592	contig_2_pilon	2872792	2874030	+	1239	35	0	27
PAOEAKHP_02593	contig_2_pilon	2874148	2875176	-	1029	268	287	350
PAOEAKHP_02594	contig_2_pilon	2875184	2875657	-	474	66	99	107
PAOEAKHP_02595	contig_2_pilon	2875838	2876656	+	819	4	8	32
PAOEAKHP_02596	contig_2_pilon	2876722	2877438	-	717	0	1	8
PAOEAKHP_02597	contig_2_pilon	2877470	2878660	+	1191	15	61	32
PAOEAKHP_02598	contig_2_pilon	2878750	2879691	+	942	158	125	122
PAOEAKHP_02599	contig_2_pilon	2879705	2880751	+	1047	126	136	173
PAOEAKHP_02600	contig_2_pilon	2880870	2881118	+	249	12	6	26
PAOEAKHP_02601	contig_2_pilon	2881195	2882460	+	1266	132	143	117
PAOEAKHP_02602	contig_2_pilon	2882535	2883410	-	876	26	36	34
PAOEAKHP_02603	contig_2_pilon	2883465	2883959	-	495	33	72	52
PAOEAKHP_02604	contig_2_pilon	2884286	2885179	+	894	132	168	204
PAOEAKHP_02605	contig_2_pilon	2885317	2886102	+	786	21	27	35
PAOEAKHP_02606	contig_2_pilon	2886105	2886503	-	399	0	17	36
PAOEAKHP_02607	contig_2_pilon	2886583	2889120	-	2538	82	112	113
PAOEAKHP_02608	contig_2_pilon	2889369	2889902	+	534	0	0	0
PAOEAKHP_02609	contig_2_pilon	2889966	2891294	+	1329	14	19	12
PAOEAKHP_02610	contig_2_pilon	2891291	2892076	+	786	4	0	10
PAOEAKHP_02611	contig_2_pilon	2892542	2893456	-	915	63	56	105
PAOEAKHP_02612	contig_2_pilon	2893449	2894453	-	1005	484	552	691
PAOEAKHP_02613	contig_2_pilon	2894450	2895457	-	1008	10	28	22
PAOEAKHP_02614	contig_2_pilon	2895447	2896016	-	570	48	45	45
PAOEAKHP_02615	contig_2_pilon	2897091	2898158	-	1068	27	45	10
PAOEAKHP_02616	contig_2_pilon	2898402	2898830	-	429	24	18	15
PAOEAKHP_02617	contig_2_pilon	2899159	2900181	-	1023	40	34	48
PAOEAKHP_02618	contig_2_pilon	2900269	2900700	+	432	5	15	22
PAOEAKHP_02619	contig_2_pilon	2900856	2901494	+	639	2	4	4
PAOEAKHP_02620	contig_2_pilon	2901523	2902326	+	804	12	0	2
PAOEAKHP_02621	contig_2_pilon	2902313	2903932	-	1620	587	377	447
PAOEAKHP_02622	contig_2_pilon	2904093	2905109	+	1017	16	11	18
PAOEAKHP_02623	contig_2_pilon	2905075	2906310	-	1236	116	149	147
PAOEAKHP_02624	contig_2_pilon	2906325	2906468	-	144	39	38	30
PAOEAKHP_02625	contig_2_pilon	2906672	2907619	+	948	2	6	2
PAOEAKHP_02626	contig_2_pilon	2907830	2909062	+	1233	312	285	367
PAOEAKHP_02627	contig_2_pilon	2909070	2909795	+	726	165	144	171
PAOEAKHP_02628	contig_2_pilon	2909792	2914336	+	4545	2920	2851	3276
PAOEAKHP_02629	contig_2_pilon	2914333	2915823	+	1491	259	300	417
PAOEAKHP_02630	contig_2_pilon	2915981	2916757	+	777	363	486	429
PAOEAKHP_02631	contig_2_pilon	2916762	2917721	+	960	681	699	767
PAOEAKHP_02632	contig_2_pilon	2917718	2917951	+	234	49	76	75
PAOEAKHP_02633	contig_2_pilon	2918014	2918742	+	729	11	48	40
PAOEAKHP_02634	contig_2_pilon	2918722	2921118	-	2397	244	241	183
PAOEAKHP_02635	contig_2_pilon	2921182	2922186	+	1005	1475	1723	1828
PAOEAKHP_02636	contig_2_pilon	2922316	2923347	+	1032	1496	1696	1628
PAOEAKHP_02637	contig_2_pilon	2923404	2924000	-	597	21	14	39
PAOEAKHP_02638	contig_2_pilon	2923993	2924379	-	387	31	11	24
PAOEAKHP_02639	contig_2_pilon	2924497	2928243	-	3747	481	490	608
PAOEAKHP_02640	contig_2_pilon	2928449	2928805	+	357	2	4	24
PAOEAKHP_02641	contig_2_pilon	2929484	2930815	+	1332	6	2	20
PAOEAKHP_02642	contig_2_pilon	2930958	2932115	+	1158	19	32	26
PAOEAKHP_02643	contig_2_pilon	2932254	2933090	+	837	71	65	120
PAOEAKHP_02644	contig_2_pilon	2933152	2933931	+	780	87	36	46
PAOEAKHP_02648	contig_2_pilon	2934766	2935065	+	300	141	96	178
PAOEAKHP_02649	contig_2_pilon	2935201	2936640	+	1440	290	353	477
PAOEAKHP_02650	contig_2_pilon	2936823	2937950	-	1128	4	0	4
PAOEAKHP_02651	contig_2_pilon	2938227	2940140	-	1914	110	106	144
PAOEAKHP_02652	contig_2_pilon	2940272	2941234	-	963	2	4	18
PAOEAKHP_02653	contig_2_pilon	2941335	2942612	-	1278	66	30	80
PAOEAKHP_02654	contig_2_pilon	2942941	2944272	-	1332	128	159	197
PAOEAKHP_02655	contig_2_pilon	2944269	2945216	-	948	6	30	7
PAOEAKHP_02656	contig_2_pilon	2945419	2947578	+	2160	70	41	47
PAOEAKHP_02657	contig_2_pilon	2947586	2948044	-	459	0	2	2
PAOEAKHP_02658	contig_2_pilon	2948162	2948617	-	456	8	2	8
PAOEAKHP_02659	contig_2_pilon	2948714	2949724	-	1011	6	8	10
PAOEAKHP_02660	contig_2_pilon	2949828	2950259	-	432	2	2	0
PAOEAKHP_02661	contig_2_pilon	2950391	2951095	+	705	5	16	10
PAOEAKHP_02662	contig_2_pilon	2951120	2952163	-	1044	2	10	0
PAOEAKHP_02663	contig_2_pilon	2952165	2952611	-	447	9	2	15
PAOEAKHP_02664	contig_2_pilon	2952783	2953115	+	333	0	5	6
PAOEAKHP_02665	contig_2_pilon	2953150	2953935	-	786	277	244	323
PAOEAKHP_02666	contig_2_pilon	2954088	2954393	-	306	77	90	155
PAOEAKHP_02667	contig_2_pilon	2954393	2955892	-	1500	15	21	12
PAOEAKHP_02668	contig_2_pilon	2956129	2958120	+	1992	10	6	17
PAOEAKHP_02669	contig_2_pilon	2958305	2958601	-	297	43	36	18
PAOEAKHP_02670	contig_2_pilon	2958611	2958757	-	147	4	5	10
PAOEAKHP_02671	contig_2_pilon	2958754	2959380	-	627	23	37	42
PAOEAKHP_02672	contig_2_pilon	2959377	2960582	-	1206	0	8	1
PAOEAKHP_02673	contig_2_pilon	2960828	2961286	+	459	114	143	108
PAOEAKHP_02674	contig_2_pilon	2961330	2962271	-	942	6	6	23
PAOEAKHP_02675	contig_2_pilon	2962470	2963153	+	684	416	374	375
PAOEAKHP_02676	contig_2_pilon	2963150	2963896	+	747	687	554	599
PAOEAKHP_02677	contig_2_pilon	2963909	2964559	-	651	17	0	2
PAOEAKHP_02678	contig_2_pilon	2964621	2965958	-	1338	10	14	6
PAOEAKHP_02679	contig_2_pilon	2966078	2967379	+	1302	245	331	344
PAOEAKHP_02680	contig_2_pilon	2967382	2970003	+	2622	864	881	747
PAOEAKHP_02681	contig_2_pilon	2970000	2970353	+	354	1	3	4
PAOEAKHP_02682	contig_2_pilon	2970449	2971393	+	945	37	50	22
PAOEAKHP_02683	contig_2_pilon	2971490	2972152	-	663	0	3	2
PAOEAKHP_02684	contig_2_pilon	2972567	2974474	+	1908	6	22	37
PAOEAKHP_02685	contig_2_pilon	2975147	2975710	-	564	21	29	6
PAOEAKHP_02686	contig_2_pilon	2976237	2976962	+	726	13	6	0
PAOEAKHP_02687	contig_2_pilon	2976904	2977371	-	468	0	0	0
PAOEAKHP_02688	contig_2_pilon	2977640	2978422	+	783	42	29	20
PAOEAKHP_02689	contig_2_pilon	2978426	2978608	+	183	17	7	11
PAOEAKHP_02690	contig_2_pilon	2978612	2978887	+	276	33	23	25
PAOEAKHP_02691	contig_2_pilon	2978967	2979251	-	285	0	2	4
PAOEAKHP_02692	contig_2_pilon	2979485	2980603	-	1119	6	2	2
PAOEAKHP_02693	contig_2_pilon	2980687	2981520	-	834	22	28	58
PAOEAKHP_02694	contig_2_pilon	2981569	2981976	+	408	5	6	4
PAOEAKHP_02695	contig_2_pilon	2981981	2982739	-	759	6	24	23
PAOEAKHP_02696	contig_2_pilon	2983052	2984338	+	1287	0	0	0
PAOEAKHP_02697	contig_2_pilon	2984389	2985393	+	1005	0	2	0
PAOEAKHP_02698	contig_2_pilon	2985400	2986251	+	852	0	0	0
PAOEAKHP_02699	contig_2_pilon	2986356	2986805	+	450	0	0	0
PAOEAKHP_02700	contig_2_pilon	2987279	2988226	+	948	15	16	14
PAOEAKHP_02701	contig_2_pilon	2988354	2989409	-	1056	11	7	4
PAOEAKHP_02702	contig_2_pilon	2990083	2992821	-	2739	39	23	78
PAOEAKHP_02703	contig_2_pilon	2993231	2994358	-	1128	75	40	159
PAOEAKHP_02704	contig_2_pilon	2994772	2996262	+	1491	31	61	107
PAOEAKHP_02705	contig_2_pilon	2996552	2997445	-	894	2271	2222	2608
PAOEAKHP_02706	contig_2_pilon	2997559	2999007	+	1449	1028	1060	922
PAOEAKHP_02707	contig_2_pilon	2999173	3000180	+	1008	919	1031	1049
PAOEAKHP_02708	contig_2_pilon	3000292	3000876	+	585	1298	1173	1295
PAOEAKHP_02709	contig_2_pilon	3000951	3001547	+	597	2025	1818	1804
PAOEAKHP_02710	contig_2_pilon	3001553	3002218	-	666	40	18	51
PAOEAKHP_02711	contig_2_pilon	3002206	3003417	-	1212	305	252	171
PAOEAKHP_02712	contig_2_pilon	3003595	3004002	+	408	0	1	0
PAOEAKHP_02713	contig_2_pilon	3004106	3005488	-	1383	8	0	0
PAOEAKHP_02714	contig_2_pilon	3005721	3006686	+	966	0	0	0
PAOEAKHP_02715	contig_2_pilon	3006754	3007527	+	774	16	17	7
PAOEAKHP_02716	contig_2_pilon	3007544	3008452	+	909	1	3	6
PAOEAKHP_02717	contig_2_pilon	3008551	3008979	+	429	6	17	25
PAOEAKHP_02718	contig_2_pilon	3009056	3009871	-	816	63	42	54
PAOEAKHP_02719	contig_2_pilon	3009977	3010723	-	747	48	79	102
PAOEAKHP_02720	contig_2_pilon	3010779	3011504	-	726	355	363	426
PAOEAKHP_02721	contig_2_pilon	3011743	3013521	-	1779	1396	1494	1765
PAOEAKHP_02722	contig_2_pilon	3013855	3014889	+	1035	2	4	3
PAOEAKHP_02723	contig_2_pilon	3014952	3015218	+	267	0	0	0
PAOEAKHP_02724	contig_2_pilon	3015361	3016683	+	1323	0	2	6
PAOEAKHP_02725	contig_2_pilon	3016680	3017939	+	1260	26	15	36
PAOEAKHP_02726	contig_2_pilon	3017956	3018894	-	939	1	2	0
PAOEAKHP_02727	contig_2_pilon	3018978	3020246	-	1269	1	0	0
PAOEAKHP_02728	contig_2_pilon	3020328	3021752	-	1425	81	95	144
PAOEAKHP_02729	contig_2_pilon	3021749	3022849	-	1101	1711	1702	2015
PAOEAKHP_02730	contig_2_pilon	3022846	3024465	-	1620	1222	1370	1321
PAOEAKHP_02731	contig_2_pilon	3024756	3026378	+	1623	310	329	269
PAOEAKHP_02732	contig_2_pilon	3026398	3026763	-	366	14	49	31
PAOEAKHP_02733	contig_2_pilon	3026847	3027677	-	831	867	784	930
PAOEAKHP_02737	contig_2_pilon	3033573	3034349	-	777	52	59	67
PAOEAKHP_02738	contig_2_pilon	3034596	3035762	+	1167	36	33	67
PAOEAKHP_02739	contig_2_pilon	3035885	3037204	-	1320	650	624	758
PAOEAKHP_02740	contig_2_pilon	3037219	3037716	-	498	7	5	21
PAOEAKHP_02741	contig_2_pilon	3037737	3038747	-	1011	4	10	4
PAOEAKHP_02742	contig_2_pilon	3038907	3040121	-	1215	12	8	3
PAOEAKHP_02743	contig_2_pilon	3040189	3041529	+	1341	508	478	519
PAOEAKHP_02744	contig_2_pilon	3041537	3042175	-	639	135	75	190
PAOEAKHP_02745	contig_2_pilon	3042175	3043260	-	1086	116	72	188
PAOEAKHP_02746	contig_2_pilon	3043366	3044724	-	1359	33	32	70
PAOEAKHP_02747	contig_2_pilon	3044892	3045683	+	792	324	254	347
PAOEAKHP_02748	contig_2_pilon	3045712	3046617	-	906	2	2	10
PAOEAKHP_02749	contig_2_pilon	3046639	3046995	-	357	18	3	15
PAOEAKHP_02750	contig_2_pilon	3047121	3047969	-	849	52	52	34
PAOEAKHP_02751	contig_2_pilon	3048185	3048613	+	429	169	186	146
PAOEAKHP_02752	contig_2_pilon	3048716	3049459	-	744	174	225	253
PAOEAKHP_02753	contig_2_pilon	3049456	3050562	-	1107	422	387	439
PAOEAKHP_02754	contig_2_pilon	3050788	3051924	-	1137	35	36	62
PAOEAKHP_02755	contig_2_pilon	3051925	3052941	-	1017	70	66	97
PAOEAKHP_02756	contig_2_pilon	3053325	3053996	+	672	4	4	16
PAOEAKHP_02757	contig_2_pilon	3054025	3054858	+	834	30	8	36
