# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "assembly/HP126.gff" "-t" "CDS" "-g" "ID" "-o" "HP126/featureCount_HP126.txt" "HP126/HP126_rep1_rna_map.sorted.bam" "HP126/HP126_rep2_rna_map.sorted.bam" "HP126/HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126/HP126_rep1_rna_map.sorted.bam	HP126/HP126_rep2_rna_map.sorted.bam	HP126/HP126_rep3_rna_map.sorted.bam
GIOHHFHI_01601	contig_1_pilon	1880805	1881698	-	894	10	10	8
GIOHHFHI_01602	contig_1_pilon	1881778	1882284	-	507	12	45	13
GIOHHFHI_01603	contig_1_pilon	1882408	1882662	+	255	0	0	0
GIOHHFHI_01604	contig_1_pilon	1882906	1885170	+	2265	139	207	252
GIOHHFHI_01605	contig_1_pilon	1885452	1887098	+	1647	18	63	28
GIOHHFHI_01606	contig_1_pilon	1887251	1887943	+	693	13	6	8
GIOHHFHI_01607	contig_1_pilon	1888015	1889631	+	1617	5	8	0
GIOHHFHI_01608	contig_1_pilon	1889645	1890634	-	990	22	22	20
GIOHHFHI_01609	contig_1_pilon	1890663	1891640	+	978	37	24	26
GIOHHFHI_01610	contig_1_pilon	1891762	1892049	+	288	17	14	5
GIOHHFHI_01611	contig_1_pilon	1892369	1895086	-	2718	350	279	573
GIOHHFHI_01612	contig_1_pilon	1895442	1896638	+	1197	13	10	11
GIOHHFHI_01613	contig_1_pilon	1896900	1898984	+	2085	837	1029	1197
GIOHHFHI_01614	contig_1_pilon	1898981	1900681	+	1701	799	853	1173
GIOHHFHI_01615	contig_1_pilon	1900930	1902495	+	1566	80	66	136
GIOHHFHI_01616	contig_1_pilon	1902682	1905192	+	2511	295	361	537
GIOHHFHI_01617	contig_1_pilon	1905229	1906293	-	1065	708	748	474
GIOHHFHI_01618	contig_1_pilon	1906403	1906834	-	432	7	0	0
GIOHHFHI_01619	contig_1_pilon	1907134	1907712	+	579	37	17	52
GIOHHFHI_01620	contig_1_pilon	1907773	1909482	-	1710	0	0	0
GIOHHFHI_01621	contig_1_pilon	1909653	1910303	+	651	12	14	16
GIOHHFHI_01622	contig_1_pilon	1910373	1911761	-	1389	32	35	25
GIOHHFHI_01623	contig_1_pilon	1911870	1913636	+	1767	4	8	8
GIOHHFHI_01624	contig_1_pilon	1913633	1914322	+	690	2	2	2
GIOHHFHI_01625	contig_1_pilon	1914388	1915752	+	1365	380	316	337
GIOHHFHI_01626	contig_1_pilon	1915749	1916669	+	921	49	46	79
GIOHHFHI_01627	contig_1_pilon	1916674	1917525	+	852	58	69	111
GIOHHFHI_01628	contig_1_pilon	1917549	1918247	+	699	4	30	17
GIOHHFHI_01629	contig_1_pilon	1918290	1922375	-	4086	21	46	44
GIOHHFHI_01630	contig_1_pilon	1922657	1923358	+	702	2	4	2
GIOHHFHI_01631	contig_1_pilon	1923364	1924008	+	645	12	6	1
GIOHHFHI_01632	contig_1_pilon	1924271	1925050	+	780	10	34	6
GIOHHFHI_01633	contig_1_pilon	1925088	1927691	+	2604	24	12	24
GIOHHFHI_01634	contig_1_pilon	1927816	1928796	+	981	285	275	281
GIOHHFHI_01635	contig_1_pilon	1928947	1930605	+	1659	2582	2976	3491
GIOHHFHI_01636	contig_1_pilon	1930624	1930929	+	306	71	66	94
GIOHHFHI_01637	contig_1_pilon	1930999	1931259	-	261	315	278	295
GIOHHFHI_01638	contig_1_pilon	1931259	1931657	-	399	145	109	165
GIOHHFHI_01639	contig_1_pilon	1931654	1932073	-	420	272	257	251
GIOHHFHI_01640	contig_1_pilon	1932255	1933280	-	1026	2309	2104	2084
GIOHHFHI_01641	contig_1_pilon	1933512	1935611	+	2100	1373	1392	1299
GIOHHFHI_01642	contig_1_pilon	1935657	1936868	+	1212	740	778	903
GIOHHFHI_01643	contig_1_pilon	1936986	1938413	+	1428	2269	2087	2441
GIOHHFHI_01644	contig_1_pilon	1938518	1939069	-	552	138	199	98
GIOHHFHI_01645	contig_1_pilon	1939066	1942167	-	3102	64	59	67
GIOHHFHI_01646	contig_1_pilon	1942167	1943420	-	1254	0	10	4
GIOHHFHI_01647	contig_1_pilon	1943599	1944453	-	855	162	79	145
GIOHHFHI_01648	contig_1_pilon	1944830	1946206	-	1377	146	170	356
GIOHHFHI_01649	contig_1_pilon	1946196	1946702	-	507	98	176	236
GIOHHFHI_01650	contig_1_pilon	1946847	1947479	-	633	1385	1222	1534
GIOHHFHI_01651	contig_1_pilon	1948093	1949055	-	963	484	411	555
GIOHHFHI_01652	contig_1_pilon	1949403	1950107	+	705	20	6	6
GIOHHFHI_01653	contig_1_pilon	1950141	1951160	-	1020	0	0	2
GIOHHFHI_01654	contig_1_pilon	1951157	1952329	-	1173	0	0	0
GIOHHFHI_01655	contig_1_pilon	1952393	1953217	+	825	6	10	2
GIOHHFHI_01656	contig_1_pilon	1953214	1954611	+	1398	10	8	8
GIOHHFHI_01657	contig_1_pilon	1954701	1955276	+	576	4	12	8
GIOHHFHI_01658	contig_1_pilon	1955395	1957737	+	2343	0	6	4
GIOHHFHI_01659	contig_1_pilon	1957791	1959491	-	1701	636	653	745
GIOHHFHI_01660	contig_1_pilon	1959649	1959981	-	333	345	341	296
GIOHHFHI_01661	contig_1_pilon	1960035	1960544	-	510	125	117	145
GIOHHFHI_01662	contig_1_pilon	1960611	1961924	-	1314	4	12	4
GIOHHFHI_01663	contig_1_pilon	1962043	1963041	+	999	261	246	344
GIOHHFHI_01664	contig_1_pilon	1963057	1963362	-	306	46	35	41
GIOHHFHI_01665	contig_1_pilon	1963359	1963703	-	345	156	120	190
GIOHHFHI_01666	contig_1_pilon	1963878	1964471	+	594	184	189	245
GIOHHFHI_01667	contig_1_pilon	1964471	1965121	+	651	54	53	119
GIOHHFHI_01668	contig_1_pilon	1965118	1965903	+	786	179	251	289
GIOHHFHI_01669	contig_1_pilon	1966020	1966496	+	477	724	718	593
GIOHHFHI_01670	contig_1_pilon	1966609	1968012	-	1404	27	32	70
GIOHHFHI_01671	contig_1_pilon	1968005	1968667	-	663	25	20	57
GIOHHFHI_01672	contig_1_pilon	1968796	1969446	+	651	91	88	71
GIOHHFHI_01673	contig_1_pilon	1969514	1970398	+	885	58	73	46
GIOHHFHI_01674	contig_1_pilon	1970483	1971451	-	969	87	167	190
GIOHHFHI_01675	contig_1_pilon	1971479	1972687	-	1209	379	384	530
GIOHHFHI_01676	contig_1_pilon	1972825	1973298	+	474	675	556	436
GIOHHFHI_01677	contig_1_pilon	1973498	1977742	+	4245	632	588	643
GIOHHFHI_01678	contig_1_pilon	1977857	1978795	+	939	1595	1450	1406
GIOHHFHI_01679	contig_1_pilon	1978995	1980098	+	1104	1345	1401	1280
GIOHHFHI_01680	contig_1_pilon	1980101	1980874	+	774	327	381	308
GIOHHFHI_01681	contig_1_pilon	1981049	1982311	+	1263	135	130	107
GIOHHFHI_01682	contig_1_pilon	1982308	1983618	+	1311	60	71	71
GIOHHFHI_01683	contig_1_pilon	1983620	1983937	-	318	17	38	13
GIOHHFHI_01684	contig_1_pilon	1984126	1985154	+	1029	33	31	42
GIOHHFHI_01685	contig_1_pilon	1985393	1985785	-	393	283	319	325
GIOHHFHI_01686	contig_1_pilon	1986000	1986659	+	660	78	129	64
GIOHHFHI_01687	contig_1_pilon	1986771	1989287	-	2517	55	42	55
GIOHHFHI_01688	contig_1_pilon	1989583	1989906	-	324	50	54	70
GIOHHFHI_01689	contig_1_pilon	1990177	1991025	-	849	199	245	183
GIOHHFHI_01690	contig_1_pilon	1991152	1991793	-	642	20	6	14
GIOHHFHI_01691	contig_1_pilon	1991875	1992657	+	783	0	0	0
GIOHHFHI_01692	contig_1_pilon	1992699	1993454	+	756	0	0	3
GIOHHFHI_01693	contig_1_pilon	1993465	1994037	+	573	125	72	62
GIOHHFHI_01694	contig_1_pilon	1994044	1994646	-	603	0	4	0
GIOHHFHI_01695	contig_1_pilon	1994712	1996106	+	1395	38	24	34
GIOHHFHI_01696	contig_1_pilon	1996103	1996789	+	687	15	19	26
GIOHHFHI_01697	contig_1_pilon	1996975	1999107	+	2133	14	19	47
GIOHHFHI_01698	contig_1_pilon	1999184	1999633	-	450	147	136	163
GIOHHFHI_01699	contig_1_pilon	1999784	2000167	-	384	226	208	242
GIOHHFHI_01700	contig_1_pilon	2000276	2001718	-	1443	1209	1407	2091
GIOHHFHI_01701	contig_1_pilon	2001724	2002644	-	921	325	353	545
GIOHHFHI_01702	contig_1_pilon	2002665	2004257	-	1593	648	699	1068
GIOHHFHI_01703	contig_1_pilon	2004408	2005223	-	816	164	170	233
GIOHHFHI_01704	contig_1_pilon	2005220	2005786	-	567	734	713	904
GIOHHFHI_01705	contig_1_pilon	2005831	2006070	-	240	521	542	836
GIOHHFHI_01706	contig_1_pilon	2006152	2006964	-	813	925	866	1052
GIOHHFHI_01707	contig_1_pilon	2007229	2007666	-	438	712	544	621
GIOHHFHI_01708	contig_1_pilon	2007958	2009322	-	1365	537	645	581
GIOHHFHI_01709	contig_1_pilon	2009423	2010760	-	1338	2153	1919	1692
GIOHHFHI_01710	contig_1_pilon	2011159	2011821	-	663	49	65	69
GIOHHFHI_01711	contig_1_pilon	2011818	2012465	-	648	110	108	107
GIOHHFHI_01712	contig_1_pilon	2012519	2013421	-	903	121	146	142
GIOHHFHI_01713	contig_1_pilon	2013460	2014539	-	1080	590	586	701
GIOHHFHI_01714	contig_1_pilon	2014719	2014943	-	225	3624	3384	2658
GIOHHFHI_01715	contig_1_pilon	2015140	2016267	-	1128	135	94	272
GIOHHFHI_01716	contig_1_pilon	2016644	2018692	-	2049	1151	1132	1328
GIOHHFHI_01717	contig_1_pilon	2019054	2019971	-	918	345	342	349
GIOHHFHI_01718	contig_1_pilon	2020354	2021430	-	1077	263	279	392
GIOHHFHI_01719	contig_1_pilon	2021439	2022764	-	1326	326	314	319
GIOHHFHI_01720	contig_1_pilon	2022944	2024335	-	1392	290	246	393
GIOHHFHI_01721	contig_1_pilon	2024478	2025290	-	813	209	238	217
GIOHHFHI_01722	contig_1_pilon	2026143	2026670	-	528	120	130	182
GIOHHFHI_01724	contig_1_pilon	2027178	2027966	-	789	575	422	285
GIOHHFHI_01725	contig_1_pilon	2028155	2029912	+	1758	2243	2186	1363
GIOHHFHI_01726	contig_1_pilon	2030220	2030696	-	477	18	71	33
GIOHHFHI_01727	contig_1_pilon	2030832	2041520	-	10689	590	829	1055
GIOHHFHI_01728	contig_1_pilon	2041629	2042360	+	732	4	12	16
GIOHHFHI_01729	contig_1_pilon	2042386	2044029	-	1644	192	206	282
GIOHHFHI_01730	contig_1_pilon	2044026	2045300	-	1275	65	71	93
GIOHHFHI_01731	contig_1_pilon	2045297	2046445	-	1149	185	179	268
GIOHHFHI_01732	contig_1_pilon	2046451	2047473	-	1023	146	151	250
GIOHHFHI_01733	contig_1_pilon	2047470	2048585	-	1116	102	75	117
GIOHHFHI_01734	contig_1_pilon	2048582	2048875	-	294	80	115	183
GIOHHFHI_01735	contig_1_pilon	2048872	2049780	-	909	242	275	321
GIOHHFHI_01737	contig_1_pilon	2053208	2053612	-	405	70	97	99
GIOHHFHI_01738	contig_1_pilon	2053605	2054438	-	834	594	604	788
GIOHHFHI_01739	contig_1_pilon	2054476	2055240	+	765	18	40	22
GIOHHFHI_01740	contig_1_pilon	2055219	2056451	+	1233	80	79	119
GIOHHFHI_01741	contig_1_pilon	2056432	2057196	-	765	21	4	0
GIOHHFHI_01742	contig_1_pilon	2057193	2057813	-	621	53	44	45
GIOHHFHI_01743	contig_1_pilon	2057934	2058668	-	735	313	293	247
GIOHHFHI_01744	contig_1_pilon	2058951	2060237	-	1287	509	521	460
GIOHHFHI_01745	contig_1_pilon	2060972	2062441	+	1470	65	60	41
GIOHHFHI_01746	contig_1_pilon	2062438	2063892	+	1455	35	26	28
GIOHHFHI_01747	contig_1_pilon	2063912	2064451	+	540	20	30	22
GIOHHFHI_01748	contig_1_pilon	2064517	2065353	+	837	14	30	32
GIOHHFHI_01749	contig_1_pilon	2065400	2066521	-	1122	247	193	238
GIOHHFHI_01750	contig_1_pilon	2066691	2067638	+	948	7	18	5
GIOHHFHI_01751	contig_1_pilon	2067732	2068472	+	741	21	18	10
GIOHHFHI_01752	contig_1_pilon	2068557	2068820	+	264	5	3	12
GIOHHFHI_01753	contig_1_pilon	2069048	2070211	+	1164	14	2	6
GIOHHFHI_01754	contig_1_pilon	2070403	2071635	+	1233	32	56	48
GIOHHFHI_01755	contig_1_pilon	2071742	2073277	+	1536	4	2	0
GIOHHFHI_01756	contig_1_pilon	2073288	2074538	-	1251	84	53	114
GIOHHFHI_01757	contig_1_pilon	2074578	2075234	-	657	80	93	105
GIOHHFHI_01758	contig_1_pilon	2075239	2075640	-	402	45	85	58
GIOHHFHI_01759	contig_1_pilon	2075637	2076134	-	498	73	47	97
GIOHHFHI_01760	contig_1_pilon	2076131	2078992	-	2862	195	204	160
GIOHHFHI_01761	contig_1_pilon	2079455	2080300	+	846	13	9	8
GIOHHFHI_01762	contig_1_pilon	2080464	2081174	+	711	25	21	44
GIOHHFHI_01763	contig_1_pilon	2081213	2082577	+	1365	37	48	73
GIOHHFHI_01764	contig_1_pilon	2082763	2083338	-	576	110	152	126
GIOHHFHI_01765	contig_1_pilon	2083588	2084445	+	858	35	32	22
GIOHHFHI_01766	contig_1_pilon	2084500	2085099	-	600	3661	3319	2447
GIOHHFHI_01767	contig_1_pilon	2085230	2087638	-	2409	45	30	48
GIOHHFHI_01768	contig_1_pilon	2088329	2089066	-	738	42	38	33
GIOHHFHI_01769	contig_1_pilon	2089353	2090084	+	732	49	48	56
GIOHHFHI_01770	contig_1_pilon	2090163	2090903	+	741	108	64	125
GIOHHFHI_01771	contig_1_pilon	2090900	2092102	+	1203	66	67	55
GIOHHFHI_01772	contig_1_pilon	2092340	2096185	+	3846	6273	5638	6279
GIOHHFHI_01773	contig_1_pilon	2096272	2099277	-	3006	228	298	522
GIOHHFHI_01774	contig_1_pilon	2099371	2100588	-	1218	6	8	12
GIOHHFHI_01775	contig_1_pilon	2100752	2100979	-	228	50	34	55
GIOHHFHI_01776	contig_1_pilon	2101061	2104369	-	3309	99	138	133
GIOHHFHI_01777	contig_1_pilon	2104376	2105434	-	1059	228	211	220
GIOHHFHI_01778	contig_1_pilon	2105618	2107786	-	2169	108	82	171
GIOHHFHI_01779	contig_1_pilon	2107786	2108181	-	396	72	66	65
GIOHHFHI_01780	contig_1_pilon	2108334	2108510	+	177	114	149	112
GIOHHFHI_01781	contig_1_pilon	2109190	2110116	+	927	53	51	38
GIOHHFHI_01782	contig_1_pilon	2110121	2111248	+	1128	11	14	17
GIOHHFHI_01783	contig_1_pilon	2111453	2112337	+	885	472	468	431
GIOHHFHI_01784	contig_1_pilon	2112389	2112952	-	564	16	16	24
GIOHHFHI_01785	contig_1_pilon	2112952	2113161	-	210	49	37	49
GIOHHFHI_01786	contig_1_pilon	2113302	2114012	+	711	2	5	6
GIOHHFHI_01787	contig_1_pilon	2114038	2114532	-	495	2	0	0
GIOHHFHI_01788	contig_1_pilon	2114951	2115232	+	282	6	1	1
GIOHHFHI_01789	contig_1_pilon	2115254	2115865	-	612	4	18	16
GIOHHFHI_01790	contig_1_pilon	2115980	2116948	+	969	36	24	48
GIOHHFHI_01791	contig_1_pilon	2117167	2117397	-	231	0	0	0
GIOHHFHI_01792	contig_1_pilon	2117524	2118147	-	624	18	12	4
GIOHHFHI_01793	contig_1_pilon	2118183	2119145	-	963	49	110	78
GIOHHFHI_01794	contig_1_pilon	2119273	2119575	-	303	4	5	6
GIOHHFHI_01795	contig_1_pilon	2119691	2120953	-	1263	1026	1181	1376
GIOHHFHI_01796	contig_1_pilon	2121477	2122451	+	975	152	124	143
GIOHHFHI_01797	contig_1_pilon	2122535	2123479	+	945	94	62	129
GIOHHFHI_01798	contig_1_pilon	2123476	2124249	+	774	132	87	164
GIOHHFHI_01799	contig_1_pilon	2124365	2125126	-	762	282	275	198
GIOHHFHI_01800	contig_1_pilon	2125206	2125835	+	630	89	60	79
GIOHHFHI_01801	contig_1_pilon	2125739	2126203	-	465	24	20	39
GIOHHFHI_01802	contig_1_pilon	2126389	2126784	+	396	1954	1920	2091
GIOHHFHI_01803	contig_1_pilon	2126970	2127569	+	600	401	402	325
GIOHHFHI_01804	contig_1_pilon	2127569	2129437	+	1869	1724	1423	1441
GIOHHFHI_01805	contig_1_pilon	2129465	2130322	+	858	240	241	203
GIOHHFHI_01806	contig_1_pilon	2130344	2131075	+	732	107	108	115
GIOHHFHI_01807	contig_1_pilon	2131206	2132534	+	1329	7	6	9
GIOHHFHI_01808	contig_1_pilon	2132531	2133103	+	573	0	0	1
GIOHHFHI_01809	contig_1_pilon	2133022	2135439	-	2418	10	2	4
GIOHHFHI_01810	contig_1_pilon	2135668	2138850	+	3183	26	14	26
GIOHHFHI_01811	contig_1_pilon	2139166	2140152	-	987	206	204	190
GIOHHFHI_01812	contig_1_pilon	2140351	2140998	+	648	3753	3554	3348
GIOHHFHI_01813	contig_1_pilon	2141167	2141712	-	546	44	75	47
GIOHHFHI_01814	contig_1_pilon	2141739	2142482	-	744	68	35	63
GIOHHFHI_01815	contig_1_pilon	2142603	2142977	-	375	6	8	15
GIOHHFHI_01816	contig_1_pilon	2143190	2143564	-	375	7	4	9
GIOHHFHI_01817	contig_1_pilon	2143561	2143965	-	405	22	45	41
GIOHHFHI_01818	contig_1_pilon	2143962	2144483	-	522	57	49	90
GIOHHFHI_01819	contig_1_pilon	2144700	2145437	+	738	0	6	4
GIOHHFHI_01820	contig_1_pilon	2145463	2146749	+	1287	12	0	4
GIOHHFHI_01821	contig_1_pilon	2146846	2147982	+	1137	253	172	169
GIOHHFHI_01822	contig_1_pilon	2148041	2149414	-	1374	12	23	14
GIOHHFHI_01823	contig_1_pilon	2149505	2150089	+	585	32	28	40
GIOHHFHI_01824	contig_1_pilon	2150117	2151634	-	1518	0	4	12
GIOHHFHI_01825	contig_1_pilon	2151778	2152788	+	1011	15	12	23
GIOHHFHI_01826	contig_1_pilon	2152873	2155149	+	2277	9	26	30
GIOHHFHI_01827	contig_1_pilon	2155383	2156321	+	939	26	22	12
GIOHHFHI_01828	contig_1_pilon	2156412	2156843	+	432	20	16	8
GIOHHFHI_01829	contig_1_pilon	2156848	2157072	-	225	246	242	179
GIOHHFHI_01830	contig_1_pilon	2157156	2157965	-	810	125	77	92
GIOHHFHI_01831	contig_1_pilon	2158078	2158908	-	831	98	95	46
GIOHHFHI_01832	contig_1_pilon	2158939	2159172	+	234	600	631	585
GIOHHFHI_01833	contig_1_pilon	2159329	2159922	+	594	467	461	446
GIOHHFHI_01834	contig_1_pilon	2159942	2160862	+	921	121	91	133
GIOHHFHI_01835	contig_1_pilon	2160885	2162489	-	1605	105	129	143
GIOHHFHI_01836	contig_1_pilon	2162558	2162854	+	297	234	255	184
GIOHHFHI_01837	contig_1_pilon	2162980	2163468	+	489	200	190	187
GIOHHFHI_01838	contig_1_pilon	2163739	2164152	+	414	1163	1285	1613
GIOHHFHI_01839	contig_1_pilon	2164169	2165131	+	963	1181	1306	1918
GIOHHFHI_01840	contig_1_pilon	2165340	2166023	-	684	59	37	32
GIOHHFHI_01841	contig_1_pilon	2166082	2166990	+	909	116	138	91
GIOHHFHI_01842	contig_1_pilon	2167312	2167569	+	258	631	545	641
GIOHHFHI_01843	contig_1_pilon	2167948	2169417	-	1470	108	104	109
GIOHHFHI_01844	contig_1_pilon	2169791	2170342	-	552	52	41	33
GIOHHFHI_01845	contig_1_pilon	2170487	2171242	+	756	10	9	20
GIOHHFHI_01846	contig_1_pilon	2171326	2171496	-	171	280	299	239
GIOHHFHI_01847	contig_1_pilon	2171653	2173194	-	1542	123	91	114
GIOHHFHI_01848	contig_1_pilon	2173620	2174402	+	783	110	117	114
GIOHHFHI_01849	contig_1_pilon	2174752	2176296	-	1545	13	8	10
GIOHHFHI_01850	contig_1_pilon	2176305	2177135	-	831	7	15	22
GIOHHFHI_01851	contig_1_pilon	2177132	2178115	-	984	9	2	26
GIOHHFHI_01852	contig_1_pilon	2178308	2179579	-	1272	62	64	36
GIOHHFHI_01853	contig_1_pilon	2179889	2180647	+	759	122	72	112
GIOHHFHI_01854	contig_1_pilon	2180799	2182955	+	2157	44	57	91
GIOHHFHI_01855	contig_1_pilon	2182952	2183149	+	198	1	5	2
GIOHHFHI_01856	contig_1_pilon	2183273	2183548	+	276	47	52	77
GIOHHFHI_01857	contig_1_pilon	2183545	2185179	+	1635	122	146	136
GIOHHFHI_01858	contig_1_pilon	2185223	2185732	+	510	39	26	31
GIOHHFHI_01859	contig_1_pilon	2185785	2187143	-	1359	16	32	20
GIOHHFHI_01860	contig_1_pilon	2187189	2188535	-	1347	10	0	10
GIOHHFHI_01861	contig_1_pilon	2189136	2191589	+	2454	22	38	37
GIOHHFHI_01862	contig_1_pilon	2191580	2192656	+	1077	22	66	39
GIOHHFHI_01863	contig_1_pilon	2192800	2194692	+	1893	18	4	28
GIOHHFHI_01864	contig_1_pilon	2194712	2195353	-	642	340	305	338
GIOHHFHI_01865	contig_1_pilon	2195423	2196409	-	987	207	185	230
GIOHHFHI_01866	contig_1_pilon	2196973	2197380	-	408	280	217	235
GIOHHFHI_01867	contig_1_pilon	2197377	2198237	-	861	928	716	899
GIOHHFHI_01868	contig_1_pilon	2198421	2199014	+	594	68	82	63
GIOHHFHI_01869	contig_1_pilon	2199032	2199658	-	627	28	38	22
GIOHHFHI_01870	contig_1_pilon	2199705	2200481	-	777	133	84	109
GIOHHFHI_01871	contig_1_pilon	2200559	2201272	+	714	20	15	30
GIOHHFHI_01872	contig_1_pilon	2201463	2202830	+	1368	232	225	339
GIOHHFHI_01873	contig_1_pilon	2202844	2203851	+	1008	77	163	160
GIOHHFHI_01874	contig_1_pilon	2204166	2205089	+	924	19	12	16
GIOHHFHI_01875	contig_1_pilon	2205227	2205550	+	324	1044	884	758
GIOHHFHI_01876	contig_1_pilon	2205567	2206196	-	630	28	36	20
GIOHHFHI_01877	contig_1_pilon	2206300	2207142	+	843	277	235	249
GIOHHFHI_01878	contig_1_pilon	2207325	2207762	+	438	100	129	46
GIOHHFHI_01879	contig_1_pilon	2207842	2209323	-	1482	5301	5718	8469
GIOHHFHI_01880	contig_1_pilon	2209463	2209882	+	420	1513	1646	1340
GIOHHFHI_01881	contig_1_pilon	2210055	2210543	+	489	4265	4082	3646
GIOHHFHI_01883	contig_1_pilon	2210922	2212787	-	1866	527	547	457
GIOHHFHI_01885	contig_1_pilon	2213160	2215988	-	2829	693	724	985
GIOHHFHI_01886	contig_1_pilon	2216203	2216757	+	555	254	246	274
GIOHHFHI_01887	contig_1_pilon	2216819	2217910	-	1092	887	750	640
GIOHHFHI_01888	contig_1_pilon	2218063	2218242	-	180	1369	929	764
GIOHHFHI_01889	contig_1_pilon	2218404	2218856	-	453	58	46	71
GIOHHFHI_01890	contig_1_pilon	2219053	2220204	-	1152	68	76	70
GIOHHFHI_01891	contig_1_pilon	2220397	2221860	+	1464	1010	884	1015
GIOHHFHI_01892	contig_1_pilon	2221857	2222384	+	528	84	99	97
GIOHHFHI_01893	contig_1_pilon	2222437	2223195	-	759	52	70	76
GIOHHFHI_01894	contig_1_pilon	2223217	2223900	-	684	38	36	77
GIOHHFHI_01895	contig_1_pilon	2223912	2225648	-	1737	91	151	105
GIOHHFHI_01896	contig_1_pilon	2225764	2226270	-	507	80	55	43
GIOHHFHI_01897	contig_1_pilon	2226448	2227698	+	1251	72	131	109
GIOHHFHI_01898	contig_1_pilon	2227733	2229130	+	1398	792	764	853
GIOHHFHI_01899	contig_1_pilon	2229170	2229370	-	201	49	40	28
GIOHHFHI_01900	contig_1_pilon	2229534	2229863	-	330	256	270	372
GIOHHFHI_01901	contig_1_pilon	2229860	2230213	-	354	976	930	1402
GIOHHFHI_01902	contig_1_pilon	2230334	2230666	-	333	6852	5682	5432
GIOHHFHI_01903	contig_1_pilon	2230809	2233082	-	2274	316	296	300
GIOHHFHI_01904	contig_1_pilon	2233302	2233544	+	243	245	128	195
GIOHHFHI_01905	contig_1_pilon	2233636	2234739	-	1104	146	192	134
GIOHHFHI_01906	contig_1_pilon	2235147	2236082	-	936	51	28	51
GIOHHFHI_01907	contig_1_pilon	2236372	2237772	-	1401	100	155	209
GIOHHFHI_01908	contig_1_pilon	2237829	2241563	-	3735	59	86	41
GIOHHFHI_01909	contig_1_pilon	2241633	2244866	-	3234	51	20	52
GIOHHFHI_01910	contig_1_pilon	2245479	2245967	-	489	26	16	26
GIOHHFHI_01911	contig_1_pilon	2246183	2249203	+	3021	666	601	664
GIOHHFHI_01912	contig_1_pilon	2249300	2250580	-	1281	532	538	588
GIOHHFHI_01913	contig_1_pilon	2250577	2251383	-	807	11	38	64
GIOHHFHI_01914	contig_1_pilon	2251371	2252348	-	978	21	38	55
GIOHHFHI_01915	contig_1_pilon	2252679	2253929	-	1251	3	3	22
GIOHHFHI_01916	contig_1_pilon	2253926	2255905	-	1980	93	92	69
GIOHHFHI_01917	contig_1_pilon	2256097	2257806	-	1710	6	8	2
GIOHHFHI_01918	contig_1_pilon	2257803	2258792	-	990	2	0	0
GIOHHFHI_01919	contig_1_pilon	2258789	2259832	-	1044	4	2	0
GIOHHFHI_01920	contig_1_pilon	2259832	2261562	-	1731	36	42	49
GIOHHFHI_01921	contig_1_pilon	2262088	2263398	-	1311	143	144	173
GIOHHFHI_01922	contig_1_pilon	2263854	2264801	-	948	193	171	146
GIOHHFHI_01923	contig_1_pilon	2265080	2265298	+	219	1406	1705	1725
GIOHHFHI_01924	contig_1_pilon	2265441	2266082	+	642	1932	1926	1973
GIOHHFHI_01925	contig_1_pilon	2266390	2266617	+	228	362	334	448
GIOHHFHI_01926	contig_1_pilon	2266820	2267104	+	285	1814	1822	1606
GIOHHFHI_01927	contig_1_pilon	2267598	2268344	-	747	42	44	58
GIOHHFHI_01928	contig_1_pilon	2268829	2271450	+	2622	1940	1980	1965
GIOHHFHI_01929	contig_1_pilon	2271557	2272429	+	873	28	70	29
GIOHHFHI_01930	contig_1_pilon	2272470	2273411	-	942	299	332	270
GIOHHFHI_01931	contig_1_pilon	2273624	2273776	+	153	26	37	49
GIOHHFHI_01932	contig_1_pilon	2273909	2274514	-	606	6	21	19
GIOHHFHI_01933	contig_1_pilon	2274828	2275682	-	855	80	45	79
GIOHHFHI_01934	contig_1_pilon	2275982	2276620	-	639	155	136	113
GIOHHFHI_01935	contig_1_pilon	2276799	2278052	+	1254	12	14	14
GIOHHFHI_01936	contig_1_pilon	2278176	2278772	-	597	22	25	33
GIOHHFHI_01937	contig_1_pilon	2279294	2280427	+	1134	2158	2474	2631
GIOHHFHI_01938	contig_1_pilon	2280475	2281041	+	567	225	184	164
GIOHHFHI_01939	contig_1_pilon	2281138	2281932	-	795	26	28	31
GIOHHFHI_01940	contig_1_pilon	2282213	2283511	+	1299	757	830	736
GIOHHFHI_01941	contig_1_pilon	2283501	2284091	+	591	417	441	390
GIOHHFHI_01942	contig_1_pilon	2284193	2285353	+	1161	390	368	380
GIOHHFHI_01943	contig_1_pilon	2285499	2286215	-	717	192	196	164
GIOHHFHI_01944	contig_1_pilon	2286343	2286825	-	483	1453	1403	1319
GIOHHFHI_01945	contig_1_pilon	2286999	2289062	-	2064	33	41	43
GIOHHFHI_01946	contig_1_pilon	2289200	2290192	-	993	147	144	115
GIOHHFHI_01947	contig_1_pilon	2290189	2290983	-	795	1410	1451	1817
GIOHHFHI_01948	contig_1_pilon	2291149	2291832	+	684	24	34	34
GIOHHFHI_01949	contig_1_pilon	2291985	2292152	-	168	4833	3252	2669
GIOHHFHI_01950	contig_1_pilon	2292467	2293267	+	801	55	57	59
