# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "15" "-p" "-s" "2" "-a" "/home/haddock/private/Genome_analysis/GenomeAnalysis/data/assembly/R7.gff" "-t" "CDS" "-g" "ID" "-o" "featureCount_HP126_2.txt" "HP126_rep1_rna_map.sorted.bam" "HP126_rep2_rna_map.sorted.bam" "HP126_rep3_rna_map.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	HP126_rep1_rna_map.sorted.bam	HP126_rep2_rna_map.sorted.bam	HP126_rep3_rna_map.sorted.bam
PAOEAKHP_02308	contig_2_pilon	2623206	2623955	-	750	1862	1784	1589
PAOEAKHP_02309	contig_2_pilon	2623969	2624889	-	921	6448	6456	5416
PAOEAKHP_02310	contig_2_pilon	2624886	2625869	-	984	69	41	139
PAOEAKHP_02311	contig_2_pilon	2625866	2627248	-	1383	111	146	146
PAOEAKHP_02312	contig_2_pilon	2627245	2628396	-	1152	5	8	0
PAOEAKHP_02313	contig_2_pilon	2628570	2629343	+	774	873	871	773
PAOEAKHP_02314	contig_2_pilon	2629499	2630008	+	510	38	32	53
PAOEAKHP_02315	contig_2_pilon	2630097	2630333	-	237	12	3	6
PAOEAKHP_02316	contig_2_pilon	2630401	2631258	+	858	187	214	345
PAOEAKHP_02317	contig_2_pilon	2631480	2632169	+	690	332	267	379
PAOEAKHP_02318	contig_2_pilon	2632174	2632866	-	693	83	95	92
PAOEAKHP_02319	contig_2_pilon	2633088	2634695	-	1608	390	350	395
PAOEAKHP_02320	contig_2_pilon	2634742	2636181	-	1440	1997	1869	1747
PAOEAKHP_02321	contig_2_pilon	2636321	2637403	+	1083	63	69	69
PAOEAKHP_02322	contig_2_pilon	2637405	2638505	+	1101	7	12	4
PAOEAKHP_02323	contig_2_pilon	2638502	2639485	+	984	137	163	133
PAOEAKHP_02324	contig_2_pilon	2639535	2640692	+	1158	91	86	112
PAOEAKHP_02325	contig_2_pilon	2640712	2642064	+	1353	14	20	7
PAOEAKHP_02326	contig_2_pilon	2642097	2643095	+	999	6	4	4
PAOEAKHP_02327	contig_2_pilon	2643046	2643945	+	900	2	4	2
PAOEAKHP_02328	contig_2_pilon	2643973	2644716	-	744	208	225	202
PAOEAKHP_02329	contig_2_pilon	2644945	2645541	-	597	78	102	47
PAOEAKHP_02330	contig_2_pilon	2645675	2645863	+	189	5	4	2
PAOEAKHP_02331	contig_2_pilon	2645970	2646806	+	837	23	4	20
PAOEAKHP_02332	contig_2_pilon	2646822	2647796	-	975	2510	2309	2554
PAOEAKHP_02333	contig_2_pilon	2647853	2648950	-	1098	684	583	791
PAOEAKHP_02334	contig_2_pilon	2649007	2650326	-	1320	560	494	455
PAOEAKHP_02335	contig_2_pilon	2650461	2652140	-	1680	1441	1563	2079
PAOEAKHP_02336	contig_2_pilon	2652336	2653238	+	903	54	98	121
PAOEAKHP_02337	contig_2_pilon	2653295	2654071	+	777	29	85	96
PAOEAKHP_02338	contig_2_pilon	2654267	2655328	+	1062	4	0	0
PAOEAKHP_02339	contig_2_pilon	2655757	2656644	+	888	8	7	2
PAOEAKHP_02340	contig_2_pilon	2656710	2658872	+	2163	4	9	4
PAOEAKHP_02341	contig_2_pilon	2659228	2659728	-	501	49	54	63
PAOEAKHP_02342	contig_2_pilon	2659879	2660142	+	264	32	10	24
PAOEAKHP_02343	contig_2_pilon	2660186	2660401	-	216	6	18	1
PAOEAKHP_02344	contig_2_pilon	2660398	2661237	-	840	14	12	9
PAOEAKHP_02345	contig_2_pilon	2661433	2661819	+	387	0	2	2
PAOEAKHP_02346	contig_2_pilon	2661831	2662718	+	888	0	0	6
PAOEAKHP_02347	contig_2_pilon	2662731	2663867	+	1137	430	337	607
PAOEAKHP_02348	contig_2_pilon	2664087	2665373	-	1287	40	48	20
PAOEAKHP_02349	contig_2_pilon	2665343	2665804	-	462	2	2	4
PAOEAKHP_02350	contig_2_pilon	2665869	2666276	+	408	1	0	0
PAOEAKHP_02351	contig_2_pilon	2666738	2666977	+	240	5	6	3
PAOEAKHP_02352	contig_2_pilon	2666967	2667248	+	282	1	0	0
PAOEAKHP_02353	contig_2_pilon	2667344	2667856	+	513	0	0	4
PAOEAKHP_02354	contig_2_pilon	2667849	2668160	+	312	1	0	7
PAOEAKHP_02355	contig_2_pilon	2668351	2669685	+	1335	0	0	0
PAOEAKHP_02356	contig_2_pilon	2669682	2670038	+	357	0	0	0
PAOEAKHP_02357	contig_2_pilon	2670038	2670280	+	243	0	0	0
PAOEAKHP_02358	contig_2_pilon	2670277	2670516	+	240	0	0	0
PAOEAKHP_02359	contig_2_pilon	2670513	2670689	+	177	0	0	0
PAOEAKHP_02360	contig_2_pilon	2670686	2670919	+	234	0	0	0
PAOEAKHP_02361	contig_2_pilon	2670916	2671347	+	432	0	0	0
PAOEAKHP_02362	contig_2_pilon	2671344	2671949	+	606	0	0	0
PAOEAKHP_02363	contig_2_pilon	2671946	2672161	+	216	0	0	0
PAOEAKHP_02364	contig_2_pilon	2672154	2672612	+	459	0	0	2
PAOEAKHP_02365	contig_2_pilon	2672609	2673502	+	894	3	0	0
PAOEAKHP_02366	contig_2_pilon	2673499	2674332	+	834	0	0	0
PAOEAKHP_02367	contig_2_pilon	2674329	2674613	+	285	0	0	0
PAOEAKHP_02368	contig_2_pilon	2674610	2674888	+	279	0	0	0
PAOEAKHP_02369	contig_2_pilon	2674885	2675079	+	195	0	0	0
PAOEAKHP_02370	contig_2_pilon	2675076	2675462	+	387	0	0	0
PAOEAKHP_02371	contig_2_pilon	2675459	2676250	+	792	12	15	11
PAOEAKHP_02372	contig_2_pilon	2676247	2676648	+	402	0	0	0
PAOEAKHP_02373	contig_2_pilon	2676645	2676935	+	291	0	0	0
PAOEAKHP_02374	contig_2_pilon	2676981	2677328	+	348	0	0	0
PAOEAKHP_02375	contig_2_pilon	2677364	2678347	+	984	0	2	0
PAOEAKHP_02376	contig_2_pilon	2678344	2679051	+	708	2	0	0
PAOEAKHP_02377	contig_2_pilon	2679048	2679359	+	312	7	6	5
PAOEAKHP_02378	contig_2_pilon	2679356	2679565	+	210	4	0	3
PAOEAKHP_02379	contig_2_pilon	2679562	2680221	+	660	8	1	0
PAOEAKHP_02380	contig_2_pilon	2680218	2680451	+	234	6	0	0
PAOEAKHP_02381	contig_2_pilon	2680448	2680678	+	231	0	0	8
PAOEAKHP_02382	contig_2_pilon	2680671	2681255	+	585	0	4	0
PAOEAKHP_02383	contig_2_pilon	2681255	2681413	+	159	0	0	0
PAOEAKHP_02384	contig_2_pilon	2681413	2681529	+	117	0	0	0
PAOEAKHP_02385	contig_2_pilon	2681665	2681952	+	288	0	4	0
PAOEAKHP_02386	contig_2_pilon	2681942	2682721	+	780	0	2	0
PAOEAKHP_02387	contig_2_pilon	2682726	2683034	+	309	0	0	0
PAOEAKHP_02388	contig_2_pilon	2683131	2684123	+	993	0	12	0
PAOEAKHP_02389	contig_2_pilon	2684251	2684595	+	345	0	2	0
PAOEAKHP_02390	contig_2_pilon	2684644	2685423	-	780	9	3	15
PAOEAKHP_02391	contig_2_pilon	2685739	2686230	+	492	14	11	12
PAOEAKHP_02392	contig_2_pilon	2686284	2686625	+	342	19	7	21
PAOEAKHP_02393	contig_2_pilon	2687204	2687434	-	231	16	15	23
PAOEAKHP_02394	contig_2_pilon	2687606	2688028	+	423	112	93	140
PAOEAKHP_02395	contig_2_pilon	2688025	2688363	+	339	28	55	47
PAOEAKHP_02396	contig_2_pilon	2688360	2688608	+	249	27	16	12
PAOEAKHP_02397	contig_2_pilon	2688671	2690116	+	1446	22	17	18
PAOEAKHP_02398	contig_2_pilon	2690118	2690285	+	168	0	0	1
PAOEAKHP_02399	contig_2_pilon	2690533	2690913	+	381	0	0	0
PAOEAKHP_02400	contig_2_pilon	2690910	2691410	+	501	2	0	0
PAOEAKHP_02401	contig_2_pilon	2691407	2692258	+	852	6	0	0
PAOEAKHP_02402	contig_2_pilon	2692405	2692554	+	150	0	0	0
PAOEAKHP_02403	contig_2_pilon	2692551	2692673	+	123	6	0	0
PAOEAKHP_02404	contig_2_pilon	2692859	2693068	+	210	2	7	0
PAOEAKHP_02405	contig_2_pilon	2693217	2693585	+	369	7	5	8
PAOEAKHP_02406	contig_2_pilon	2693737	2694120	+	384	8	8	7
PAOEAKHP_02407	contig_2_pilon	2694268	2694639	+	372	175	173	158
PAOEAKHP_02408	contig_2_pilon	2694786	2695187	+	402	73	113	138
PAOEAKHP_02409	contig_2_pilon	2695321	2695518	+	198	45	64	53
PAOEAKHP_02410	contig_2_pilon	2695623	2695865	-	243	5	2	2
PAOEAKHP_02411	contig_2_pilon	2695917	2696276	+	360	39	37	51
PAOEAKHP_02412	contig_2_pilon	2696273	2696461	+	189	34	15	15
PAOEAKHP_02413	contig_2_pilon	2696464	2696739	+	276	22	41	75
PAOEAKHP_02414	contig_2_pilon	2696897	2697367	+	471	6	0	15
PAOEAKHP_02415	contig_2_pilon	2697354	2698982	+	1629	60	81	69
PAOEAKHP_02416	contig_2_pilon	2698999	2700372	+	1374	48	36	54
PAOEAKHP_02417	contig_2_pilon	2700376	2701377	+	1002	9	8	0
PAOEAKHP_02418	contig_2_pilon	2701428	2702003	+	576	4	0	0
PAOEAKHP_02419	contig_2_pilon	2702055	2703017	+	963	10	18	4
PAOEAKHP_02420	contig_2_pilon	2703037	2703444	+	408	8	10	4
PAOEAKHP_02421	contig_2_pilon	2703457	2703705	+	249	1	0	0
PAOEAKHP_02422	contig_2_pilon	2703721	2704302	+	582	6	0	5
PAOEAKHP_02423	contig_2_pilon	2704299	2704706	+	408	2	0	0
PAOEAKHP_02424	contig_2_pilon	2704703	2705089	+	387	5	0	2
PAOEAKHP_02425	contig_2_pilon	2705086	2705490	+	405	0	0	5
PAOEAKHP_02426	contig_2_pilon	2705503	2705832	+	330	7	6	13
PAOEAKHP_02427	contig_2_pilon	2705894	2706373	+	480	14	0	10
PAOEAKHP_02428	contig_2_pilon	2706373	2706891	+	519	7	4	3
PAOEAKHP_02429	contig_2_pilon	2706930	2707196	+	267	24	15	29
PAOEAKHP_02430	contig_2_pilon	2707202	2712016	+	4815	357	311	357
PAOEAKHP_02431	contig_2_pilon	2712027	2712896	+	870	36	50	70
PAOEAKHP_02432	contig_2_pilon	2712908	2713915	+	1008	12	17	6
PAOEAKHP_02433	contig_2_pilon	2713912	2715039	+	1128	0	4	8
PAOEAKHP_02434	contig_2_pilon	2715039	2715803	+	765	2	6	2
PAOEAKHP_02435	contig_2_pilon	2715814	2715957	+	144	0	0	0
PAOEAKHP_02436	contig_2_pilon	2716013	2716252	+	240	0	0	0
PAOEAKHP_02437	contig_2_pilon	2716255	2717187	+	933	10	2	16
PAOEAKHP_02438	contig_2_pilon	2717233	2717493	+	261	0	0	0
PAOEAKHP_02439	contig_2_pilon	2717506	2717856	+	351	0	0	0
PAOEAKHP_02440	contig_2_pilon	2717853	2718479	+	627	4	0	0
PAOEAKHP_02441	contig_2_pilon	2718810	2719031	-	222	43	49	52
PAOEAKHP_02442	contig_2_pilon	2719136	2719423	-	288	745	763	692
PAOEAKHP_02443	contig_2_pilon	2719683	2720345	+	663	32	62	60
PAOEAKHP_02444	contig_2_pilon	2720326	2721702	-	1377	165	171	221
PAOEAKHP_02445	contig_2_pilon	2721748	2722128	+	381	2	13	21
PAOEAKHP_02446	contig_2_pilon	2722125	2722499	+	375	18	24	14
PAOEAKHP_02447	contig_2_pilon	2722559	2722759	+	201	9	10	8
PAOEAKHP_02448	contig_2_pilon	2722765	2723208	+	444	49	53	43
PAOEAKHP_02449	contig_2_pilon	2723491	2725743	+	2253	78	82	45
PAOEAKHP_02450	contig_2_pilon	2725721	2726704	-	984	1436	1266	1264
PAOEAKHP_02451	contig_2_pilon	2727610	2728410	+	801	24	14	8
PAOEAKHP_02452	contig_2_pilon	2728424	2729113	+	690	19	26	10
PAOEAKHP_02453	contig_2_pilon	2729223	2730686	-	1464	0	2	10
PAOEAKHP_02454	contig_2_pilon	2730800	2731597	+	798	7	8	29
PAOEAKHP_02455	contig_2_pilon	2731644	2732321	+	678	1	4	18
PAOEAKHP_02456	contig_2_pilon	2732361	2734412	-	2052	0	15	12
PAOEAKHP_02457	contig_2_pilon	2734736	2735920	-	1185	4	4	0
PAOEAKHP_02458	contig_2_pilon	2735924	2736613	-	690	0	0	0
PAOEAKHP_02459	contig_2_pilon	2736664	2737530	-	867	2	0	0
PAOEAKHP_02460	contig_2_pilon	2737798	2739168	+	1371	34	42	45
PAOEAKHP_02461	contig_2_pilon	2739300	2739464	+	165	3	10	0
PAOEAKHP_02462	contig_2_pilon	2739592	2740461	+	870	18	8	10
PAOEAKHP_02463	contig_2_pilon	2740492	2741445	-	954	11	6	0
PAOEAKHP_02464	contig_2_pilon	2741510	2742595	-	1086	4	12	10
PAOEAKHP_02465	contig_2_pilon	2742666	2743532	-	867	6	6	16
PAOEAKHP_02466	contig_2_pilon	2743915	2745288	+	1374	6	8	0
PAOEAKHP_02467	contig_2_pilon	2745332	2745997	+	666	1	2	4
PAOEAKHP_02468	contig_2_pilon	2746098	2746754	+	657	21	8	6
PAOEAKHP_02469	contig_2_pilon	2746758	2748086	-	1329	507	503	842
PAOEAKHP_02470	contig_2_pilon	2748201	2748407	+	207	4	13	34
PAOEAKHP_02471	contig_2_pilon	2748426	2749268	+	843	20	23	43
PAOEAKHP_02472	contig_2_pilon	2749259	2750260	-	1002	24	13	13
PAOEAKHP_02473	contig_2_pilon	2750295	2750855	+	561	26	23	33
PAOEAKHP_02474	contig_2_pilon	2750948	2751604	+	657	17	30	19
PAOEAKHP_02475	contig_2_pilon	2751627	2752109	-	483	0	0	0
PAOEAKHP_02476	contig_2_pilon	2752123	2752914	-	792	0	0	6
PAOEAKHP_02477	contig_2_pilon	2752907	2754355	-	1449	66	70	44
PAOEAKHP_02478	contig_2_pilon	2754485	2755681	-	1197	18	33	25
PAOEAKHP_02479	contig_2_pilon	2755711	2757933	-	2223	3334	3112	2929
PAOEAKHP_02480	contig_2_pilon	2758280	2758930	+	651	0	0	0
PAOEAKHP_02481	contig_2_pilon	2758952	2759929	+	978	0	0	0
PAOEAKHP_02482	contig_2_pilon	2760109	2760963	+	855	4	0	4
PAOEAKHP_02483	contig_2_pilon	2761147	2762157	+	1011	610	641	571
PAOEAKHP_02484	contig_2_pilon	2762418	2762729	+	312	4	2	1
PAOEAKHP_02485	contig_2_pilon	2762761	2763564	-	804	547	490	485
PAOEAKHP_02486	contig_2_pilon	2763646	2763975	+	330	1	0	2
PAOEAKHP_02487	contig_2_pilon	2764003	2765073	-	1071	2	16	10
PAOEAKHP_02488	contig_2_pilon	2765070	2765882	-	813	8	16	14
PAOEAKHP_02489	contig_2_pilon	2765977	2767389	-	1413	4073	4694	4332
PAOEAKHP_02490	contig_2_pilon	2767684	2768316	+	633	58	38	21
PAOEAKHP_02491	contig_2_pilon	2768495	2769112	+	618	2	4	8
PAOEAKHP_02492	contig_2_pilon	2768954	2770840	-	1887	708	650	612
PAOEAKHP_02493	contig_2_pilon	2770833	2772539	-	1707	294	401	331
PAOEAKHP_02494	contig_2_pilon	2772655	2772768	-	114	72	81	105
PAOEAKHP_02495	contig_2_pilon	2772894	2775530	-	2637	150	199	173
PAOEAKHP_02496	contig_2_pilon	2775692	2775976	-	285	8	19	21
PAOEAKHP_02497	contig_2_pilon	2775984	2777438	-	1455	143	156	179
PAOEAKHP_02498	contig_2_pilon	2777632	2778705	+	1074	139	112	157
PAOEAKHP_02499	contig_2_pilon	2779169	2780488	+	1320	24	12	6
PAOEAKHP_02500	contig_2_pilon	2780488	2781231	+	744	16	18	8
PAOEAKHP_02501	contig_2_pilon	2781228	2782427	+	1200	70	63	76
PAOEAKHP_02502	contig_2_pilon	2782424	2784307	+	1884	4122	5934	9877
PAOEAKHP_02503	contig_2_pilon	2784304	2785266	+	963	6	12	2
PAOEAKHP_02504	contig_2_pilon	2785196	2785699	-	504	132	110	165
PAOEAKHP_02505	contig_2_pilon	2786038	2786484	+	447	17	25	23
PAOEAKHP_02506	contig_2_pilon	2786581	2786781	-	201	0	0	0
PAOEAKHP_02507	contig_2_pilon	2786888	2787421	-	534	0	4	0
PAOEAKHP_02508	contig_2_pilon	2787606	2788163	+	558	2	4	6
PAOEAKHP_02509	contig_2_pilon	2788175	2789344	-	1170	3131	2088	1739
PAOEAKHP_02510	contig_2_pilon	2789655	2790887	+	1233	16	13	18
PAOEAKHP_02511	contig_2_pilon	2791124	2791744	+	621	2	13	14
PAOEAKHP_02512	contig_2_pilon	2791735	2792196	+	462	31	31	43
PAOEAKHP_02513	contig_2_pilon	2792513	2793223	+	711	21	11	30
PAOEAKHP_02514	contig_2_pilon	2793280	2793633	-	354	62	77	108
PAOEAKHP_02515	contig_2_pilon	2793630	2795276	-	1647	478	457	445
PAOEAKHP_02516	contig_2_pilon	2795358	2796041	+	684	364	278	351
PAOEAKHP_02517	contig_2_pilon	2796034	2797128	+	1095	144	104	138
PAOEAKHP_02518	contig_2_pilon	2797163	2798164	-	1002	4	4	8
PAOEAKHP_02519	contig_2_pilon	2798370	2798936	-	567	0	0	2
PAOEAKHP_02520	contig_2_pilon	2799362	2800972	+	1611	286	301	302
PAOEAKHP_02521	contig_2_pilon	2801071	2801385	-	315	6	0	0
PAOEAKHP_02522	contig_2_pilon	2801576	2802046	-	471	6	2	6
PAOEAKHP_02523	contig_2_pilon	2802246	2802710	+	465	4	5	18
PAOEAKHP_02524	contig_2_pilon	2802729	2803112	+	384	2	0	8
PAOEAKHP_02525	contig_2_pilon	2803139	2803666	-	528	18	2	8
PAOEAKHP_02526	contig_2_pilon	2803663	2804436	-	774	23	18	22
PAOEAKHP_02527	contig_2_pilon	2804504	2805103	+	600	177	251	311
PAOEAKHP_02528	contig_2_pilon	2805147	2807198	-	2052	20	25	30
PAOEAKHP_02529	contig_2_pilon	2807472	2808527	+	1056	8	5	12
PAOEAKHP_02530	contig_2_pilon	2808684	2809346	+	663	2	0	0
PAOEAKHP_02531	contig_2_pilon	2809394	2809975	-	582	37	14	58
PAOEAKHP_02532	contig_2_pilon	2810216	2810974	-	759	226	186	266
PAOEAKHP_02533	contig_2_pilon	2811206	2811850	+	645	24	23	24
PAOEAKHP_02534	contig_2_pilon	2812080	2813750	+	1671	26	19	20
PAOEAKHP_02535	contig_2_pilon	2813929	2814402	+	474	1	0	0
PAOEAKHP_02536	contig_2_pilon	2814494	2815264	-	771	13	14	6
PAOEAKHP_02537	contig_2_pilon	2815563	2816219	+	657	9	24	4
PAOEAKHP_02538	contig_2_pilon	2816422	2816958	+	537	2	8	6
PAOEAKHP_02539	contig_2_pilon	2817021	2818007	-	987	132	186	192
PAOEAKHP_02540	contig_2_pilon	2818155	2819375	+	1221	14	8	7
PAOEAKHP_02541	contig_2_pilon	2819439	2820098	+	660	0	2	7
PAOEAKHP_02543	contig_2_pilon	2821804	2823099	+	1296	0	7	0
PAOEAKHP_02544	contig_2_pilon	2823272	2823829	+	558	9	25	11
PAOEAKHP_02545	contig_2_pilon	2823826	2824716	+	891	12	16	7
PAOEAKHP_02546	contig_2_pilon	2824778	2825545	+	768	34	28	34
PAOEAKHP_02547	contig_2_pilon	2825751	2825948	-	198	41	44	51
PAOEAKHP_02548	contig_2_pilon	2826010	2826618	+	609	54	111	112
PAOEAKHP_02549	contig_2_pilon	2826688	2827179	-	492	3960	3723	3060
PAOEAKHP_02550	contig_2_pilon	2827211	2829697	-	2487	7390	5684	5658
PAOEAKHP_02551	contig_2_pilon	2829694	2829915	-	222	25	23	27
PAOEAKHP_02552	contig_2_pilon	2830306	2831739	+	1434	36	44	46
PAOEAKHP_02553	contig_2_pilon	2831736	2832746	+	1011	10	22	16
PAOEAKHP_02554	contig_2_pilon	2832716	2833588	-	873	5050	4521	4406
PAOEAKHP_02555	contig_2_pilon	2833585	2834814	-	1230	38139	35385	35692
PAOEAKHP_02556	contig_2_pilon	2834814	2835977	-	1164	39647	39316	40513
PAOEAKHP_02557	contig_2_pilon	2836131	2837543	+	1413	32	76	69
PAOEAKHP_02558	contig_2_pilon	2837659	2838159	-	501	778	827	762
PAOEAKHP_02559	contig_2_pilon	2838226	2838777	-	552	276	290	411
PAOEAKHP_02561	contig_2_pilon	2839704	2841011	+	1308	32	32	19
PAOEAKHP_02562	contig_2_pilon	2841507	2842166	+	660	0	0	4
PAOEAKHP_02563	contig_2_pilon	2842280	2843425	+	1146	6	10	26
PAOEAKHP_02564	contig_2_pilon	2843689	2843853	+	165	0	0	0
PAOEAKHP_02565	contig_2_pilon	2843866	2844789	+	924	6	16	37
PAOEAKHP_02566	contig_2_pilon	2844738	2844950	+	213	1	4	4
PAOEAKHP_02567	contig_2_pilon	2845110	2845769	-	660	26	19	28
PAOEAKHP_02568	contig_2_pilon	2845779	2846435	-	657	0	0	2
PAOEAKHP_02569	contig_2_pilon	2846426	2847562	-	1137	0	0	0
PAOEAKHP_02570	contig_2_pilon	2847671	2848300	+	630	101	120	162
PAOEAKHP_02571	contig_2_pilon	2848263	2849084	-	822	25	4	6
PAOEAKHP_02572	contig_2_pilon	2849081	2850226	-	1146	28	48	25
PAOEAKHP_02573	contig_2_pilon	2850230	2851720	-	1491	62	59	65
PAOEAKHP_02574	contig_2_pilon	2851793	2852965	-	1173	8	6	3
PAOEAKHP_02575	contig_2_pilon	2853185	2854489	+	1305	2	2	0
PAOEAKHP_02576	contig_2_pilon	2854706	2855458	-	753	218	266	422
PAOEAKHP_02577	contig_2_pilon	2855620	2856777	-	1158	327	401	491
PAOEAKHP_02578	contig_2_pilon	2856833	2857408	-	576	273	326	503
PAOEAKHP_02579	contig_2_pilon	2857663	2858238	-	576	17	8	20
PAOEAKHP_02580	contig_2_pilon	2858418	2858876	-	459	27	22	33
PAOEAKHP_02581	contig_2_pilon	2859082	2859522	-	441	11	10	3
PAOEAKHP_02582	contig_2_pilon	2859992	2862724	+	2733	21	30	42
PAOEAKHP_02583	contig_2_pilon	2862885	2863211	-	327	3	2	4
PAOEAKHP_02584	contig_2_pilon	2863284	2863688	-	405	5	6	2
PAOEAKHP_02585	contig_2_pilon	2864036	2865640	-	1605	253	346	517
PAOEAKHP_02586	contig_2_pilon	2865755	2866513	+	759	4	4	14
PAOEAKHP_02587	contig_2_pilon	2866700	2867977	+	1278	6	14	18
PAOEAKHP_02588	contig_2_pilon	2868234	2869139	+	906	4	0	0
PAOEAKHP_02589	contig_2_pilon	2869278	2870663	+	1386	7	25	18
PAOEAKHP_02590	contig_2_pilon	2870660	2871340	+	681	6	12	6
PAOEAKHP_02591	contig_2_pilon	2871556	2872722	+	1167	2	10	8
PAOEAKHP_02592	contig_2_pilon	2872792	2874030	+	1239	8	4	6
PAOEAKHP_02593	contig_2_pilon	2874148	2875176	-	1029	131	129	145
PAOEAKHP_02594	contig_2_pilon	2875184	2875657	-	474	20	34	36
PAOEAKHP_02595	contig_2_pilon	2875838	2876656	+	819	4	0	0
PAOEAKHP_02596	contig_2_pilon	2876722	2877438	-	717	4	0	6
PAOEAKHP_02597	contig_2_pilon	2877470	2878660	+	1191	14	5	9
PAOEAKHP_02598	contig_2_pilon	2878750	2879691	+	942	42	65	67
PAOEAKHP_02599	contig_2_pilon	2879705	2880751	+	1047	55	81	52
PAOEAKHP_02600	contig_2_pilon	2880870	2881118	+	249	5	9	5
PAOEAKHP_02601	contig_2_pilon	2881195	2882460	+	1266	63	45	68
PAOEAKHP_02602	contig_2_pilon	2882535	2883410	-	876	14	2	9
PAOEAKHP_02603	contig_2_pilon	2883465	2883959	-	495	19	14	31
PAOEAKHP_02604	contig_2_pilon	2884286	2885179	+	894	56	36	35
PAOEAKHP_02605	contig_2_pilon	2885317	2886102	+	786	12	8	12
PAOEAKHP_02606	contig_2_pilon	2886105	2886503	-	399	10	12	2
PAOEAKHP_02607	contig_2_pilon	2886583	2889120	-	2538	91	65	51
PAOEAKHP_02608	contig_2_pilon	2889369	2889902	+	534	1	0	0
PAOEAKHP_02609	contig_2_pilon	2889966	2891294	+	1329	4	12	8
PAOEAKHP_02610	contig_2_pilon	2891291	2892076	+	786	0	2	0
PAOEAKHP_02611	contig_2_pilon	2892542	2893456	-	915	20	30	18
PAOEAKHP_02612	contig_2_pilon	2893449	2894453	-	1005	503	306	287
PAOEAKHP_02613	contig_2_pilon	2894450	2895457	-	1008	12	27	10
PAOEAKHP_02614	contig_2_pilon	2895447	2896016	-	570	26	22	19
PAOEAKHP_02615	contig_2_pilon	2897091	2898158	-	1068	40	20	97
PAOEAKHP_02616	contig_2_pilon	2898402	2898830	-	429	30	18	25
PAOEAKHP_02617	contig_2_pilon	2899159	2900181	-	1023	109	131	108
PAOEAKHP_02618	contig_2_pilon	2900269	2900700	+	432	4	21	22
PAOEAKHP_02619	contig_2_pilon	2900856	2901494	+	639	0	2	10
PAOEAKHP_02620	contig_2_pilon	2901523	2902326	+	804	6	0	2
PAOEAKHP_02621	contig_2_pilon	2902313	2903932	-	1620	1611	1499	2981
PAOEAKHP_02622	contig_2_pilon	2904093	2905109	+	1017	32	52	48
PAOEAKHP_02623	contig_2_pilon	2905075	2906310	-	1236	615	514	796
PAOEAKHP_02624	contig_2_pilon	2906325	2906468	-	144	23	50	21
PAOEAKHP_02625	contig_2_pilon	2906672	2907619	+	948	6	14	4
PAOEAKHP_02626	contig_2_pilon	2907830	2909062	+	1233	513	622	526
PAOEAKHP_02627	contig_2_pilon	2909070	2909795	+	726	238	220	240
PAOEAKHP_02628	contig_2_pilon	2909792	2914336	+	4545	1203	1278	1416
PAOEAKHP_02629	contig_2_pilon	2914333	2915823	+	1491	174	152	197
PAOEAKHP_02630	contig_2_pilon	2915981	2916757	+	777	226	209	179
PAOEAKHP_02631	contig_2_pilon	2916762	2917721	+	960	551	534	551
PAOEAKHP_02632	contig_2_pilon	2917718	2917951	+	234	57	38	67
PAOEAKHP_02633	contig_2_pilon	2918014	2918742	+	729	20	26	20
PAOEAKHP_02634	contig_2_pilon	2918722	2921118	-	2397	42	103	128
PAOEAKHP_02635	contig_2_pilon	2921182	2922186	+	1005	444	491	560
PAOEAKHP_02636	contig_2_pilon	2922316	2923347	+	1032	881	840	740
PAOEAKHP_02637	contig_2_pilon	2923404	2924000	-	597	18	13	11
PAOEAKHP_02638	contig_2_pilon	2923993	2924379	-	387	0	21	5
PAOEAKHP_02639	contig_2_pilon	2924497	2928243	-	3747	209	162	174
PAOEAKHP_02640	contig_2_pilon	2928449	2928805	+	357	0	8	0
PAOEAKHP_02641	contig_2_pilon	2929484	2930815	+	1332	4	18	9
PAOEAKHP_02642	contig_2_pilon	2930958	2932115	+	1158	21	16	23
PAOEAKHP_02643	contig_2_pilon	2932254	2933090	+	837	41	40	75
PAOEAKHP_02644	contig_2_pilon	2933152	2933931	+	780	32	38	42
PAOEAKHP_02648	contig_2_pilon	2934766	2935065	+	300	24	22	25
PAOEAKHP_02649	contig_2_pilon	2935201	2936640	+	1440	53	79	118
PAOEAKHP_02650	contig_2_pilon	2936823	2937950	-	1128	2	10	0
PAOEAKHP_02651	contig_2_pilon	2938227	2940140	-	1914	183	115	101
PAOEAKHP_02652	contig_2_pilon	2940272	2941234	-	963	0	2	2
PAOEAKHP_02653	contig_2_pilon	2941335	2942612	-	1278	32	16	42
PAOEAKHP_02654	contig_2_pilon	2942941	2944272	-	1332	56	88	62
PAOEAKHP_02655	contig_2_pilon	2944269	2945216	-	948	8	12	1
PAOEAKHP_02656	contig_2_pilon	2945419	2947578	+	2160	25	42	52
PAOEAKHP_02657	contig_2_pilon	2947586	2948044	-	459	4	6	4
PAOEAKHP_02658	contig_2_pilon	2948162	2948617	-	456	11	7	6
PAOEAKHP_02659	contig_2_pilon	2948714	2949724	-	1011	6	5	10
PAOEAKHP_02660	contig_2_pilon	2949828	2950259	-	432	2	0	0
